,Review,Rating
0,- ที่พักอยู่ใกล้ทางลงรถไฟฟ้าใต้ดิน (MRT) เพชรบุรี และใกล้กับ Airport Link - มีลิฟท์บริการใช้การ์ดแตะก่อนขึ้นห้องพัก - ห้องพักผ่านการใช้งานมานานค่อนข้างโทรม แต่เตียงนอนนอนสบาย ห้องนอนและห้องน้ำขนาดกำลังดี แต่อุปกรณ์ในห้องน้ำบางอย่างดูไม่แข็งแรงและใกล้เสียหลายชิ้น เช่นก๊อกอ่างล้างหน้า - ห้องพักไม่เก็บเสียง ข้างห้องคุยกันได้ยินชัดเจน - มีที่จอดรถหน้าโรงแรม - การบริการดีใช้ได้ - อาหารเช้าโอเค มีความหลากหลยไม่มาก แต่รสชาดก็โอเค ข้อดี - ทำเลดี ใกล้ MRT ใกล้ Airport Link - ห้องพักแอร์เย็นฉ่ำ ข้อเสีย - ห้องไม่เก็บเสียงครับ - น้ำอุ่นทำงานไม่เสถียร น้ำไหลช้า แรงดันน้ำไม่ดี,8.5
1,ราคาไม่แพง แอร์เย็นฉ่ำ ไร้เสียงรบกวนเวลานอน รูปตรงปก เดินทางสะดวกสำหรับคนต้องการความรวดเร็วในการเดินทางทำธุระที่ต้องเดินทางโดยรถไฟฟ้าเป็นอย่างมาก แนะนำเลย,8.5
2,ติดสถานีใต้ดิน เพชรบุรี เดินทางไปกลับสยาม-ห้วยขวางสะดวก การบริการรวดเร็ว ห้องสะอาด โปร่งไม่อึดอัด,9.1
3,เดินทางสะดวก โรงเเรมดูปลอดภัย,8.5
4,โรงแรมดีครับ สะอาด ห้องสวย เดินทางสดวก,9.1
5,เตียงเดียวห้องเล็ก เตียงคู่ห้องใหญ่กว่า everything good 👍 ใกล้ Mrt n รถไฟฟ้า,9.7
6,ทำเลติดทางออก mrt เพชรบุรีทางออก 3 และใกล้ airport link มักกะสัน เช่าห้องคืนละ 700+ ห้องเล็กที่มีอุปกรณ์พื้นฐานครบเช่น ไดร์ น้ำอุ่น ทีวี โต๊ะทำงาน อินเตอร์เน็ต ข้อเสียมีเสียงทะลุเข้ามาเล็กน้อย (คนเดิน คนอาบน้ำ) แต่ไม่ใช่ปัญหาใหญ่และไม่มีบริการอาหารเช้า (ซื้อแยก) มีการก่อสร้างข้างโรงแรม ระวังการ WFH จะมีเสียงแทรกเข้าคอมได้,9.4
7,พนักงานบริการดีมาก ในราคาหลักร้อยคุ้มเลย ใกล้ mrt เพชรบุรี airport link มักกะสัน เดินไปเซเว่นก็ไม่ไกล ตอนแรกตั้งใจจะว่ายน้ำ แต่ช่วงที่ไปปิดปรับปรุง,9.1
8,ไปพัก 2 ครั้งแล้วค่ะ โอเคกับที่พักมากเพราะตืดกับ mrt เดินทางสะดวก,8.8
9,ดีมาก สะอาด นอนสบาย การเดินทางสะดวกใกล้ mrt,9.7
10,ที่พักใกล้กับ MRT เพชรบุรี ออกประตู 3 เดินแค่แปปเดียวก็ถึง สะดวก ห้องสะอาด ไม่น่ากลัวเลยจ้า ไม่เสียงดังมาก รับเรื่องปัญหาเร็วมาก มีปัญหาไดร์เป่าผมเสีย นี่ก็โทรไปตอนตี 1 รู้ว่าดึกมาก แต่ลองโทรไปเค้าเตอร์ก่อน พนักงานรับเรื่องเร็วและรีบเอาไดร์มาเปลี่ยนใหม่ให้ ชอบมากเลย ครั้งหน้าถ้ามีโอกาสก็จะไปพักที่นี่อีก ปักธงไว้เลยละกัน เพราะสะดวกมากจริงๆ ใครที่รอขึ้นเครื่องที่สุวรรณภูมิ และอยากพักในเมือง แนะนำที่นี่ค่า ตื่นเช้ามาเดินไปต่อ ARL มักกะสันได้สบายๆ,8.5
11,ใกล้ mrt เดินทางสะดวก good room service,9.7
