,Review,Rating
0,โรงแรมไม่เหมาะกับคนที่ต้องการพักผ่อน กว่าดนตรีจะสงบลงก็ตี 2 น่ารำคาญสุดๆ ทั้งเสียงดนตรีและเสียงเก็บสิ่งของตอน 6 โมงเข้า เสียดายเงินมาก เป็นโรงแรมที่ไม่คิดจะกลับไปนอนอีกเด็ดขาด ผู้บริหารปล่อยให้เป็นแบบนี้ได้ไง ดนตรีเริ่มตั้งแต่ 2 ทุ่มยันตี 2 ไม่เคยเจอโรงแรมแบบนี้มาก่อนในชีวิตเลย ปกติคนใช้บริการโรงแรมก็แค่ต้องการ หลับนอนพักผ่อนไม่ใช่หรือ?,5.7
1,ห้องแคบไปนิด แต่ดูเก๋ ส่วนตัวเดินไปสถานีบีทีเอส ประมาณ 10 นาที คิดว่าไกล,8.7
2,ที่จอดรถไม่พอสำหรับแขก ต้องไปเสียค่าที่จอดเอกชนอีก 200 บาท สำหรับเราคิดว่าไม่ใช่เรื่อง ทางโรงแรมควรเตรียมที่จอดให้เพียงพอกับแขก,6.1
3,พักที่วันแรกห้องแรกก็แจคพอต เจอแมสลูกค้าเก่าและขาแมลงสาป เลยขอเปลี่ยนห้อง พอมาห้องใหม่ก็เจอ แมลงสาป และเลือดบนผ้าห่ม เจอตอนกลางคืนเป็นอะไรที่ทรมานสุด ต้องอยู่กับอะไรแบบนี้ทั้งคืน,6
4,ห้องไม่เก็บเสียง แม่บ้านเสียงดังแต่เช้า,6.8
5,ห้องน้ำมีคราบเหลือง ทางเข้าห้องไฟน้อยมากๆ มืดน่ากลัว,6
6,ห้องกว้าง อยู่สบายไม่อึดอัด มีมุมเก้าอี้ม้าโยกให้นั่งเล่นเพลินๆ ด้วย ประทับใจค่ะ,8.5
7,ที่จอดรถไม่มี ห้องน้ำแคบเกินไป,6
8,ห้องพักอับ มียุง ห้อง 301 ไฟติดๆ ดับๆ แต่ชั้นล่างออกแบบโรงแรมได้มีสไตล์ ถ่ายรูปสวย ออกแนววินเทจ ลุงที่ดูแลโรงแรมบริการดี,6.1
9,ดีมาก ดูแลดี เกินราคา ชอบมากค่ะ ไว้มีโอกาสจะกลับไปพักอีกแน่นอน,8.5
10,ห้องน้ำขนาดเล็กไม่ค่อยสะอาด สตาฟไม่มีความเป็นกันเอง เช็คอินใช้การถ่ายรูปบัตรประชาชนแทนถ่ายเอกสาร ไม่ปลอดภัย,5.1
11,สะดวกสบาย ง่ายต่อการเดินทาง และพี่ๆพนักงานเป็นกันเองน่ารักทุกคน มีโอกาสจะใช้บริการใหม่น่ะครับ,9.7
12,ห้องสะอาด แต่ห้องแคบไปหน่อยมีการแยกห้องน้ำ,8.4
13,สะดวกสบาย โรงแรมบริการดีมากๆค่ะ แนะนำเลย,8.5
14,โดยรวมดีนะคะ แต่ติดตรงห้องน้ำเล็กไปค่ะ และไม่มีการแยกส่วนแห้งและเปียก ทำให้ใช้ห้องน้ำ เปียกไปหมดเลย และส่วนที่ ล้างหน้า ติดไดร์เป่าผมไว้ใกล้ๆ น้ำกับไฟ ไม่น่าจะถูกกันเท่าไหร่ค่ะ,8.5
15,ภายในห้องดูทันสมัยและดูสะอาดแต่จะได้ยินเสียงข้างๆห้องรบกวนเสียงดังตอนดึกๆๆ,9.4
16,ห้องพักสะอาด ดูดี พนักงานน่ารักมากครับ แนะนำ,9.4
17,ได้ห้องที่ค่อนข้างมีกลิ่นอับ ห้องเล็ก คุณภาพไม่สมราคา,6.1
18,โรงแรมตกแต่งน่ารักจะกลับไปพักอีกนะคะ :),8.5
