,Review,Rating
0,ช่องแอร์ในห้องแคปซูลมีฝุ่นเต็มไปหมด,5.5
1,ผ้าปู ผ้าห่ม ปลอกหมอน ไม่สะอาด สมกับเป็นที่พัก ห้องน้ำแย่มาก แคบเกิน อาหารเช้าทิพ,5.7
2,ช่องแอร์บนหัวนอนมีแต่ราขึ้นเต็ม ไม่เห็นมีอาหารเช้าเลยค่ะ,6
3,ส้วมตัน ตันมาก ตู้กดรหัสแปลกๆ ห้องน้ำแคบเกินไป,6.5
4,บริเวณช่องแอร์ภายในห้องแคปซูลยังมีคราบสกปรกอยู่ ดาดฟ้ายังมีฝุ่นมากถอดรองเท้าเดินยังรู้สึกได้อยากให้มีการทำความสะอาด โดยรวมสถานที่สะดวกสบายดีครับ,8.2
5,ห้องน้ำ แยกสัดส่วนไม่ดี แคบมาก อากาศไม่ถ่ายเท ยุงเยอะ แต่ห้องพักดีครับ โอเค ใช้ได้ ที่วางของเยอะดี,8.4
6,มีความเป็นกันเอง ที่พักสบาย บรรยากาศเงียบสงบดีครับ,8.5
7,ดีค่ะ การบริการดีเป็นไปตามที่ต้องการค่ะ นอนหลับแอร์เย็น ยิ้มแย้มแจ่มใสค่ะ,8.8
8,"ห้องอาบน้ำ ,ห้องสุขาแคบ ที่นอนยังมีฝุ่นและเส้นผมของผู้เข้าพักคนก่อน เจ้าของที่พักใจดี ใกล้btsอารีย์เดินไม่ไกล",9
9,ห้องพักสะอาด ห้องน้ำสะอาด มีล็อครหัสหลายชั้นกว่าจะเข้าห้องพักและมีล็อกเกอร์ให้ยืมใช้ทำให้รู้สึกปลอดภัยในการเข้าพัก คุ้มค่ากับราคา คนมาพักที่นี่ต้องทำใจยอมรับในเรื่องของการไม่เป็นส่วนตัว เสียงในห้องคือส่วนรวมเลย พูดนิดหน่อยคือได้ยินกันทั่ว แต่พอเข้าไปในห้องแคปซูลแล้วปิดม่านคือรู้สึกเป็นส่วนตัวนะ จะทำอะไรก็ได้ในนั้น มีแค่เรื่องเสียงเท่านั้นเอง ทำเลดีติดกับถนนใหญ่ มีร้านอาหารใกล้ๆห้องพัก,9.1
10,พนักงานบริการดี ที่พักสะอาดมาก สงบ ปลอดภัย ไม่ต้องกังวลใจ แนะนำเป็นอย่างยิ่ง,9.1
11,ใกล้ bts อารีย์ อยู่ต้นซอยพหลโยธิน 5 ทำให้การเดินทางสะดวกปลอดภัย การเข้าที่พักต้องใช้รหัสในการเปิดประตู บริการดี พนักงานอัธยาศัยดี เงียบสงบ(วันที่พักมีแค่ลูกค้า 2 คนในโซนที่พัก) ที่นอนสะอาด แอร์เย็นกำลังดี แต่ห้องน้ำกับห้องสุขาแคบไปไม่เหมาะกับคนอ้วนหรือตัวใหญ่ ล็อกเกอร์มีปัญหาแต่พนักงานดูแลแก้ไขปัญหาดี มีอาหารเช้าบริการตัวเอง (ไม่ได้ลอง) ได้ที่พักในราคาประมาณ 390 บาท จากราคาเต็ม 700 บาท อาจจะกลับมาใช้บริการอีกถ้ามีการลดราคา (ราคาเต็มรู้สึกแพงไป เพราะโรงแรมที่เป็นห้องส่วนตัวราคาสูงกว่านี้เล็กน้อย),9.1
12,ทุกอย่างดีหมด สะอาด พนักงานเป็นกันเอง,9.1
13,พนังงานบริการดี สะอาด ปลอดภัย สะดวกกับการเดินทาง,9.1
14,บริการดีมากๆ ลืมรหัส ลืมนั่นนู่นนี่ก็ช่วยเหลือตลอด ห้องพักก็โอเคมาก,9.1
15,สะอาด พักสบาย ใกล้รถไฟฟ้า แต่อยากให้ปรับปรุงเรื่อง key lock ของตู้เก็บของและ access door,9.4
16,พนักงานเอาใจใส่ดีมากค่ะ สะอาด สะดวก,9.4
17,สะอาดมาก และเป็นส่วนตัวดีค่ะ ตินิดนึงคือ แอร์ในแคปซูลไม่ค่อยเย็น และวันที่เราไปพัก มีแขกที่พักอยู่เขาเปิดล็อกเกอร์ไม่ออก แล้วโวยวาย ก็เลยต้องสะดุ้งตื่นตั้งแต่ 7:00 น.,9.4
18,เตียงนอนสบาย มีช่องแอร์ส่วนตัว,9.4
19,สะอาด ปลอดภัย เดินทางสะดวกรวดเร็ว อยู่ใกล้สถานีรถไฟฟ้า,9.4
20,ห้องน้ำสะอาด เเอร์เย็นสบาย พนักงานเป็นมิตรมากๆค่ะ ใกล้ bts มากๆ,9.7
21,เป็นการนอนแบบรวมครั้งแรก ตอนแรกก็แอบหวั่นๆ แต่สรุปคือดีมาก รู้สึกปลอดภัย ที่พักด้านล่างเป็นบาร์คือดีมาก พนักงานก็บริการดี๊ดี ใครสายแบ็คแพ็คแนะนำที่นี่เลยคร่า ลาฟ อารีย์ 👍🏻 อีกอย่างคือเดินทางสะดวกมาก รถเมย์ผ่านเยอะมาก อยู่ไม่ไกลจากบีทีเอสอารีย์ด้วย,9.7
22,ชอบ เดินทางสะดวก บริการดี สำคัญมีตู้ล็อกเกอติจิตอลที่ใช้งานสะดวก,9.7
23,ที่พักเงียบสงบคนไม่เยอะ ที่นอนสบาย พนักงานบริการดี,9.7
24,ที่พักสะอาด ที่นอนนอนสบาย เสียงเงียบ การเดินทางสะดวกปลอดภัย 1 ในโฮสเทลที่ควรลองไปนะคะ,9.7
25,ใกล้ bts ห้องสะอาด เงียบ สงบ ปลอดภัย พนักงานดี กาแฟเยี่ยม,10
26,ทำเลที่ตั้งดีใกล้ MRT อารีย์และพนักงานเป็นกันเองมาก,8.5
27,ล็อกเกอร์ไม่ดีและเตียงนอนสบาย :),8.8
28,การออกแบบโรงแรมนั้นดี แต่พวกเขาไม่มีพนักงานบริการตลอด 24 ชั่วโมง หากคุณต้องการเช็คอินหลังเที่ยงคืนคุณควรต้องใช้ในขณะที่คุณจองห้องพัก และมีเสียงจากถนนเยอะมาก,8.8
29,ทำเลดีราคาถูกสะอาด,8.8
30,สะดวกสบาย แต่ไกลจากแหล่งอาหารประมาณ 800,9.1
31,โดยรวมแล้วเป็นสิ่งที่ดีทำเลดีห้องพักดีและพนักงานใจดีมาก,9.1
32,ทุกอย่างสะอาด แต่ความสูงของเพดานสำหรับห้องแคปซูลสั้นเกินไป,9.4
33,ทำเลที่ตั้งของโรงแรมเป็นยุทธศาสตร์มากใกล้กับสถานีรถไฟและสถานที่กินมากมายและตลาดขนาดเล็กรอบ ๆ โรงแรม,9.7
