,Review,Rating
0,ดีค่ะ แต่ทางโรงแรมมีห้องพักประเภทเตียงเดี่ยวใหญ่น้อยมากๆ ใช้วิธีใครเช็คอินก่อนได้ก่อน ซึ่งไม่ค่อยโอเคเลย น่าจะให้ระบุประเภทการจองตั้งแต่แรกเริ่ม booking กับแอป ไม่ใช่ให้มาลุ้นหน้างานว่าจะได้ห้องแบบไหน,9
1,พนักงานบริการดีมากค่ะ ห้องสะอาด,9.7
2,สะดวกสบาย สะอาด น่าอยู่มาก,9.3
3,ห้องสะอาด เงียบ สะดวกในการเดินทาง ติดถนนใหญ่ ขอติเรื่องไม่มีที่แขวงผ้าเช็ดตัวในห้องอาบน้ำคะ ไม่รู้จะวางตรงไหน,9.7
4,พนักงาน บริการดี ทำเลเหมาะกับการไป รพ รามา สะดวกมากๆ,9.1
5,ชอบห้องน้ำ เเยกเปนสัดส่วน นอนหลับสบาย,8.5
6,โรงเเรมสะอาด พนักงานเอาใจใส่ ยิ้มเเย้ม น่ารักทุกคนค่ะ,9.4
7,เช็คอินไว พนักงานโอเคร น่ารัก,8.5
8,ห้องอาบน้ำไม่มีที่แขวนผ้า ช่วงสถานการณ์ covid19 ทำให้สระว่ายน้ำและสปาถูกปิด,6.3
9,โรงแรมใหม่และอุปกรณ์ทันสมัย ห้องพักใหม่และสะอาดมาก,9.1
10,ห้องพักสะอาด พนักงานบริการดีมาก จะไปพักอีกแน่นอน ภาพตรงปกนะคะ แต่ช่วงนี้โควิด สระว่ายน้ำยังไม่เปิดให้บริการนะคะ,9.7
11,ดีมากค่ะ ห้องพักสะอาด ปลอดภัย ที่สำคัญมีลานจอดรถด้วย พนักงานรักษาความปลอดภัย ก็บริการดีค่ะ,8.5
12,ดีมากค่ะ สะอาด ปลอดภัย ประทับใจมากค่ะ,10
13,ห้องพักสะอาดดี ดูเป็นสัดส่วน สิ่งอำนวยความสะดวกครบครัน เหมาะสม คุ้มค่ากับราคาที่จิง ไม่ผิดหวังที่พักโรงแรมนี้,8.5
14,ราคาไม่แพง ห้องพักดีมากๆ มีอุปกรณ์ในห้องครบครัน มีโอกาสจะทาพักอีกแน่นอนครับ,9.4
15,ไม่สมกับราคา การบริการห้องอาหารไม่ดี,6.3
16,ไฟฟ้าในห้องสว่างไม่เพียงพอ อ่านหนังสือไม่ได้ อยากให้เพิ่มไฟสว่างสีขาวสัก1ดวงตรงกลางห้อง สะอาดดี ภายนอกเงียบสงบดี แต่ห้องข้างๆตึงตังเสียงดัง ไม่เก็บเสียง สระไม่ใหญ่แต่คนน้อย private ไกลสถานที่ท่องเที่ยว แต่ใกล้รพ.สงฆ์ เดินแปปเดียว รอบข้างมีร้านขายของกิน อร่อยบ้างไม่อร่อยบ้าง ร้านคนเยอะไม่ใช่จะอร่อยเสมอไป ซ้ายขวามีเซเว่นติดๆ,9.7
17,ห้องพักสะอาด การเดินทางสะดวก การบริการของพนักงานดี,9.7
18,บรรยากาศโรงแรมดูดี เจ้าของโรงแรมตั้งใจทำ น้ำไหลแรง อาหารเช้างั้นๆ พนักงานของ รร ดูกากๆ รร ไม่ลงทุนบุคลากร รร ดูเหมือนเด็กเสริฟไปหน่อย ห้องอาหารเช้า ลงมา 9.30 น แล้วอาหารเช้าไม่ค่อยมีอะไรทาน พนักงาน 2-3 คน เดินมาปิ้งขนมปังกินกัน ห้องนอนผ้าปูเตียงเค้าปูแบบนี้กันหรอ ? ปูไม่เต็มเตียง,6.5
19,สายฉีดในห้องน้ำชำรุด โดยรวมค่อนข้างดี,9.1
20,อาหารอร่อย สะดวกสบาย มีฟิตเนสขนาดเล็กและสระว่ายน้ำ มี7-11 ใกล้ๆ,9.4
21,ดีครับ ลืมโทรศัพท์ไว้ ทางโรงแรมยังเก็บไว้ให้ ชื่นชมครับ,8.8
22,มีช่วงที่ keycard ใช้งานไม่ได้ ลงไปแจ้งเจ้าหน้าที่ หน้า counter แต่ไม่ได้รับคำขอโทษอะไรเลย เพียงเพราะ เจ้าหน้าที่ โรงแรมเข้าใจว่าห้องที่อยู่ check out แล้วแต่อันที่ยังอยู่ต่ออีก 1วัน เจ้าหน้าที่ทำเหมือนกับว่าไม่มีอะไรเกิดขึ้น จึงจะแจ้งให้ทราบ มา ณ ที่นี้ด้วยครับ,6.9
23,ห้องสวย สะอาดดี ห้องน้ำแยกส่วนดี ชัดเจน แต่แสงไฟในห้องคิดว่าน้อยไป ทำให้ห้องมันสลัวๆไปมาก ไลน์อาหารเช้ามีให้เลืิอกน้อย รสชาติทั่วไปค่ะ แต่ก็เหมาะสมกับราคา พนักงานบริการดีพอสมควรค่ะ เดินทางมาดึกเลยไม่ได้ใช้facillities อะไรเลย,8.8
24,ห้องพักสะอาด เดินทางสะดวก คุ้มเกินราคา,9.7
25,"ติดถนนใหญ่,สะดวกสบายในการเดินทาง โรงแรมใหม่และพนักงานพูดจาสุภาพ,ห้องพักสะอาด",8.8
26,ห้องพักสะอาด กว้างสบาย อุปกรณ์ครบ ไม่มีกลิ่นอับ บริการของพนักงานดีเยี่ยม อาหารเช้าโอเคมาก มีที่จอดรถเยอะพอสมควร เงียบสงบ,9.7
27,ชอบมาก นอนหลับสบาย ที่นอนนิ่ม โรงแรมใหม่ อาหารเช้าอร่อย แต่อยากให้เพิ่มความหลากหลายหน่อย,8.5
28,ที่พักสะอาดดี ไปโรงบาลรามาสะดวกมาก,9.7
29,ห้องพักสะอาด บริการดี แต่หน้าโรงแรมไฟมืดไปหน่อย,9.4
30,ข้างนอกโรงแรมในส่วนของตึกดูดีแต่ข้างในห้องไม่ค่อยดี ลูกค้ามาค่อนข้างเยอะและชอบส่งเสียงดัง ลงไปเล่นสระว่ายน้ำกลับขึ้นมาโดยใช้ลิฟต์หลักของโรงแรม น้ำนองเต็มพื้น ทางโรงแรมก็ไม่ได้เช็ดอะไรในตอนนั้น เดินเข้าไปกลัวหกล้มมาก,5.8
31,ห้องพักสะอาด เรียบหรู ราคาประหยัด,9.7
32,บริการดี สถานที่สะอาด อาหารอร่อย,9.4
33,ได้ห้องที่ไม่ตรงกับที่ขอไว้ เรียกแม่บ้านก็ไม่ยอมมา,5.4
34,ดีค่ะ คราวหน้าจะไปพักอีก แต่ห้องเหมือนไม่สะอาดนิดนึง พื้นห้องนอนและส่วนของห้องน้ำ ,8.5
35,ห้องสะอาด สวย หมอนสูงไป อาหารเช้าอร่อย,9.4
36,รร. ใหม่ สะอาด พนักงานบริการดี อาหารเช้าอร่อย ใกล้ รพ. รามา,9.7
