,Review,Rating
0,เสียงดังมาก ขนาดอยู่ชั้นสูงๆแล้ว ก็ยังมีแม่บ้านเดินไปมาตลอดทั้งคืน ไม่ชอบ,4.5
1,การเช็คอิน ช้า สอบถามจนปวดหัว ไม่มีการเตรียมข้อมูลลูกค้าที่จองมาแล้ว,5.4
2,ห้องพักสามารถเชื่อมกับอีกห้องได้ ซึ่งเราเป็นผู้หญิงคนเดียว ข้างห้องพยายามเปิดห้องเราเพื่อจะเข้ามาทั้งคืน นอนไม่หลับ หวาดผวา กลัวเรื่องความปลอดภัย แจ้งพนักงานต้อนรับแล้ว แต่ไม่ได้รับการเปลี่ยนห้องให้ นักท่องเที่ยวออกมานอกห้องเพื่อแพ็คของ คุยกันเสียงดัง นอนหลับๆตื่นๆทั้งคืน ทางพนักงานต้อนรับควรจะแยกลูกค้าที่ไม่ได้มาจากทัวร์ให้อยู่คนละชั้น เพื่อความปลอดภัย และความเป็นส่วนตัว โดยอาจให้อยู่คนละชั้นกับทัวร์,5.4
3,พนักงานบริการหน้าเคาเตอร์บริการไม่ดี,6
4,เข้าใจว่าที่จองเป็นเตียงเดี่ยวแต่ทำไมมาถึงที่พักเป็นเตียงคู่,6
5,ควรปรับปรุงในส่วนของพนักงานต้อนรับ บริเวณที่ทานอาหารยังไม่เป็นที่น่าพอใจ,6
6,บอกว่า ขอชั้นไม่สูง จัดให้ซะ ชั้น 20,6.6
7,ก็โอเค สมกับ 3 ดาว บริเวณโรงแรมสะอาด,7.3
8,สะอาด สะดวก สมราคา แต่ฟูกนิ่มไปทำให้ปวดหลัง นอนไม่สบายตัว,8.4
9,ไม่มีชา กาแฟ และกาน้ำร้อนไว้ในห้อง,8.4
10,พนักงานบริการดีมากครับ ตอนเช็คอิน take care ลูกค้าได้ดีมากเลยครับ,8.5
11,ห้องกว้างสะอาด ราคาไม่แพง อยู่ติดศูนย์บริการทางการแพทย์รามา สะดวกมากค่ะ,8.5
12,บริการดี ห้องพักสบาย แนะนะเลยค่ะ,8.5
13,ห้องพักสะอาด อาหารเช้าหลากหลายค่ะ,8.5
14,ทำเลดี เดินทางสะดวกมีที่จอดรถ เตียงนอนนุ่มกำลังดีความสะอาดปานกลาง เข้าพัก2ครั้ง ครั้งเเรกมีชากาเเฟครบเเต่ครั้งล่าสุดไม่มีกระติกน้ำร้อนเเละกาเเฟในห้อง,8.5
15,ถือว่าดีค่ะ พนักงานบริการดีค่ะ แต่เซเวนต้องเดินไปไกลหน่อย แต่ก็โอเค,8.5
16,ห้องพักโอเคคุ้มค่าเงินมากถึงจะมีปัญหาเล็กน้อย,8.5
17,ห้องสะอาดดีค่ะ สวยมาก ใกล้ถนนใหญ่,8.5
18,สะอาดมาก น่าพักใกล้ที่เที่ยวมากๆ,8.5
19,พนักงาน front ควรแก้ปัญหาให้ลูกค้า และไม่ควรพูด สิ่งที่ไม่เกิดประโยชน์ และเรื่องที่ตัวเอง ไม่รู้จริง,8.5
20,ห้องสะอาดวิวสวยเดินทางสะดวกและสิ่งอำนวยความสะดวกครบ,8.5
21, ห้องสวย ราคาถูก แม่บ้านทำความสะอาดเนี๊ยบดี แต่สระว่ายน้ำอยู่ชั้นบนสุดไม่มีร่ม เลย ไม่มีไฟด้วย ร้อนกลางวัน และดูมืดเกินไปเมื่อตกเย็น ห่างไกลร้านค้าหน่อย ไม่ค่อยมีร้านค้า ค่ะ แต่ห้องถือว่ากว้างและโอเคราคาดีค่ะ อาหารโรงแรมก็อร่อยใช้ได้ค่ะ,8.5
22,ทำเลดี ห้องได้มาตรฐาน ลุ้นตรงต้องใช้ลิฟต์รถยนต์ในการขึ้นลง ถ้าใครไม่เคยใช้ลิฟต์รถยนต์มาก่อนจะตื่นเต้นมากๆ,8.5
23,ที่พักสะอาด อยู่ในย่านชุมชน บริการดี,8.5
24,ดีมากครับ ปลอดภัยดี ประตูห้องเป็นคีย์การ์ด,8.5
25,ห้องพักสะอาด สะดวกสบาย ราคาไม่แพงมาก การบริการดีครับ,8.5
26,ที่พักสะอาด บรรยากาศดี การบริการดีครับ,8.5
27,หากมีการสอบ/อบรม กรมบัญชีกลาง มันมีที่เดียวใกล้สุดแหละตุ๊กตุ๊ก 30 บาท ข้อดีบอกไปแหละ ข้อเสีย อยากให้เพิ่มเมนูอาหารจานเดียวหน่อย เมนูน้อย ตู้เย็นมีน้ำขวด 2 ขวดไม่มีกาแฟ ใส่อย่างอื่นในตู้เย็นก็ได้เดียวจ่าย บุฟเฟ่ต์แย่ในด้านบริหาร เห็นใจลูกค้าอื่นด้วยที่ไม่ใช่ทัวร์,8.6
28,บริการดี มีความเป็นกันเองดีค่ะ,8.7
29,พนักงานบริการดีมากทุกคนค่ะ,8.8
30,ห้องดีมากครับ บรรยากาศสบาย ราคาเหมาะสมกับห้องครับ,9
31,ห้องพักดี อุปกรณ์ครบ วิวดี สะอาด ชอบครับ,9.1
32,รร. Ok. ที่จอด ลำบากนิดหน่อย. บุฟเฟต์เช้า พอได้,9.1
33,โดยรวมดีมาก แต่ตอน Booking ขอเตียงใหญ่เตียงเดียว แต่พอเช็คอินเข้าไปกลับได้เตียงเดี่ยว 2 เตียง ทั้งๆ ที่หน้าเว็บที่จองระบุว่าเป็นเตียงใหญ่แท้ๆ,9.1
34,ห้องพักสะอาด พนักงานบริการดี,9.1
35,โรงแรมใหม่ สะอาด วิวดี จองตอนโปรได้ราคา 650 บาท แต่ไม่มีอาหาร เลยไม่ได้ลองชิม อยู่พระราม 6 สะดวก,9.1
36,เงียบสงบ มีโอกาสจะแวะไปใช้บริการอีกแน่นอน,9.1
37,ห้องพักสะอาด  การเดินทางสะดวก น่าจะรวมอาหารเช้า จะดีมาก,9.1
38,สะอาด ราคาไม่แพง เดินทางสะดวกมาก,9.1
39,พนักงานดีมาก พนักงานทำความสะอาดห้องดีมาก ห้องพักสะอาด สะดวก เงียบ พัก 10 วัน คุ้มค่ามาก,9.4
40,สถานที่สะอาด สบาย พนักงานต้อนรับบริการดี,9.4
41,พนักงานต้อนรับดีมาก บริการดีมาก พนักงานรักษาความปลอดภัยบริการดีมาก ห้องพักสะอาด อยู่ใกล้ BTS สะพานควาย เดินทางสะดวก,9.7
42,ห้องพักสะอาด บริการดีมาก ที่จอดรถปลอดภัย ครั้งต่อไปจะไปใช้บริการอีก,9.7
43,ห้องสวยวิวดี ครับบริการดีเยี่ยมค่ะ,9.7
