,Review,Rating
0,1.โรงแรมเก่ามากกกกกก 2.เหม็นอับสุด 3.ห้องน้ำสกปรก 4.เตียง หมอน มีคราบน้ำลาย ฝุ่น 5.อย่าหลงเข้ามาพัก ปล.เสียค่าโง่ไปสามร้อยกว่าบาท อย่าหามา อ่านรีวิวกันก่อน,4.5
1,แย่มาก ที่พักไม่สะอาด ทางเดินสกปรกมาก ห้องนำ้ก็สกปรก ไม่มีการรักษาความปลอดภัย ดูอันตราย ห้องเหม็นอับ รวมๆ แล้วแย่มาก ไม่แนะนำ,4.5
2,สกปรก ขี้ฝุ่น ราคาปรับขึ้น น่ากลัว,4.5
3,อย่ามาพักเลยค่ะ มันเหมือนไม่ใช่ที่พักเลย ควรสั่งปิดนะคะ สปกรกมาก เหม็นมาก ไม่มีผ้าเช็ดตัวให้ไม่มีอะไรเลย ไม่ตรงปกเลยสักนิด ราคาถือว่าถูก ถ้าตามสภาพ จองให้เพื่อนชาวเกาหลีด้วย อายเลยค่ะอาบมาก คิดว่าจะดีเหมือนภาพถ่าย ห้องน้ำวัดยังสะอาดกว่าเลยค่ะ ขายให้คนอื่นดุแลดีกว่า สถานที่ใกล้bts รู้สึกเสียดายสถานที่,4.5
4,น่ากลัวมากๆ ครับ นอนที่อื่นดีกว่าครับ จากใจเลย เหม็นสุดๆ อับ,4.8
5,ห้องสกปรก ตามสภาพราคา รู้สึกไม่ปลื้ม,4.8
6,ห่*ยแตก แย่มาก รูปไม่ตรงปก ห้องน้ำก็เหม็น ที่นอนห้องไม่ได้ทำความสะอาดเลย ไปถึงเอะอะก็จะให้เพิ่มค่าห้อง ไม่เปนตามที่จอง อย่าได้หลงเข้าไปนะครับ น่าเกลียดมาก,4.8
7,สกปรกมาก ทุกอย่างตั้งแต่ทางเข้าไปจนถึงห้องนอนสกปรกทุกอย่าง พลาดเองที่รีบจองโดยไม่ทันดูรีวิวก่อน เพราะต้องรีบหาที่พักก่อนเคอร์ฟิว ที่นอน หมอน ผ้าห่ม ผ้าเช็ดตัวผ่านการใช้งานมาอย่างยาวนานโดยไม่เคยได้ซักดูจากสีและกลิ่น พื้นสกปรก กลิ่นอับมาก แอร์ไม่เคยล้าง มีแต่ฝุ่นจับหนา ไม่เย็นเลย ใยแมงมุมเป็นทางทั้ง4มุมห้อง ประตูแบบเลื่อนไม่มีความปลอดภัย คนเฝ้ามีกุญแจสามารถไขเข้ามาได้ ห้องน้ำไม่มีน้ำ ต้องไปแจ้งคนดูแลให้ปั๊มน้ำขึ้นมา ใช้เวลา 30 นาทีกว่าน้ำจะไหล แกอ้างว่าข้างนอกทำท่อ ทำท่ออะไรชั้นหลอนจนมาเลื่อนดูรีวิวว่าคนด่ากันมาเป็นหลายปีแล้ว โกหกอย่างเห็นได้ชัด รีบๆอาบเสร็จ มันเดินมาเช็คว่าอาบเสร็จแล้วมันก็ปิดวาล์วน้ำเลยอ่ะ เลวมาก ห้องน้ำมีคราบสกปรกทั้งคราบขี้แมงสาปและคราบที่คนทำสกปรกไว้ติดอยู่โดยไม่เคยล้าง น่ากลัวมากนอนไม่หลับเลยทั้งคืน ภาวนาให้รีบๆเช้า จะออกไปก็ออกไม่ได้ ประตูทางเข้าออกล็อคไว้ ออกไปก็ไม่มีรถเพราะเคอร์ฟิว ดีนะที่แจ้งไว้แล้วว่าจะออกตอน06.30น. พอเช้ามารีบหิ้วกระเป๋าออกเลย หลอนมากโชคดีที่รอดมาได้ ที่นี่มันมิจฉาชีพชัดๆ เตือนทุกคนเลยนะว่าอย่าจองโรงแรมนี้เด็ดขาด เตือนไว้เลย,4.8
8,ไม่ค่อยสอาด ไปพักน้ำไม่ไหล ห้องน้ำไม่สะอาด,4.8
9,ห้องน้ำรวมไม่ส่วนตัว ห้องติดกันเกินไป ปลอกหมอนสกปรก,4.8
10,ห้องนอนบริการเเย่ห้องน้ำโ***เย่,4.8
11,สกปรกมาก ไม่ควรเป็นโฮสเทล ปรับปรุงสักหน่อยก็ดีนะคะ เสียดายโลโคชั่นดีๆ เข้าไปพักเสียความรู้สึกมาก ไปนอนได้ไม่ถึงชั่วโมง ตัดสินใจออก ทิ้งเงินไปพักที่ใหม่,4.8
