,Review,Rating
0,ห้องสวย แต่เตียงเล็กไปหน่อยค่ะ,8.5
1,ห้องดี พนักงานต้อนรับดีค่ะ เดินทางสะดวก,9.4
2,ที่พักใกล้กับ BTS ราชเทวี เเละ ไม่ไกลจากเเห่งท่องเที่ยวสำคัญๆในกรุงเทพฯ ห้องพักสะอาด คุ้มค่า อาหารเช้าอร่อย,9.4
3,ห้องโอเคเลยค่ะเหมือนตามรูป ที่นี่มีพนักงานยกกระเป๋าให้ด้วยนะคะดีมากเลย แต่ในห้องมืดไปหน่อยค่ะโดยรวมถึงว่าดีทีเดียว,8.5
4,ที่พักพอพักได้TV.ไม่ติดสัญญานไม่ดี,8.5
5,ห้องพักสะอาด คุ้มค่ากับราคา แต่ไม่ค่อยเก็บเสียง,9.4
6,ดีมากๆค่ะ การจองผ่านทาง app ได้ราคาถูกมาก บริการดีมากตอนเช็คอิน ห้องวิวดีมาก เสียงไม่ดัง มีอุปกรณ์ครบ ความสะอาดดี และอาหารเช้าดีค่ะ,9.4
7,ห้องสวยสะอาด อยู่ชั้น17 วิวสวยมาก,9.1
8,ดีคะ สะอาด สะดวก ใกล้ bts พนักงานสุภาพ มีบริการฝากกระเป๋าด้วยคะ,9.1
9,พนักงานหน้าฟร้อนท์ช่วงเย็นให้คำแนะนำดีค่ะ มีที่จอดรถ หัองกว้างกำลังดี หัองน้ำดีมีอ่างอาบน้ำ ฝักบัว อุปกรณ์อาบน้ำครบ นักท่องเที่ยวเยอะค่ะ แต่ก็ไม่พลุกพล่านมาก มาเป็นทัวร์กรุ๊ปเล็กๆ อาหารเช้าพอใช้ได้ โรงแรมเดินไปสถานีรถไฟฟ้า BTS ราชเทวี ค่อนข้างใกล้ประมาณไม่เกิน 500 เมตร แนะนำค่ะ,10
10,สะดวก สบาย สะอาด บริการดีค่ะ🙂🙂,9.7
11,ดีหมดค่ะ ยกเว้นแอร์ แอร์ไม่เย็น,8.5
12,ใกล้ย่านเมือง อาหาร ok คนพักเยอะมาก,8.5
13,ห้องพักเหมือนในรูป แต่เก่ากว่า มีปัญหาที่จอดรถ ที่จอดรถมีไม่มาก คือเช็คอินช่วงดึก ไม่มีที่จอดรถบนตึกแล้ว พนักงานต้องช่วยหาที่จอด สุดท้ายได้มาจอดข้างๆกำแพงตรงทางรถ คีการ์ดมีปัญหาต้องเดินลงไปเปลี่ยน แล้วพอเข้าห้องที่เสียบคีการ์ดไม่ค่อยแน่น กว่าจะเปิดไฟในห้องได้ อาหารเช้ามีหลากหลายให้เลือก รสชาติดี แต่รับประทานไม่ค่อยสะดวก เพราะโดนนักท่องเที่ยวแย่ง โดยเฉพาะไข่ที่ออกมาทีละไม่กี่ฟอง นอกจากปัญหาพวกนี้อย่างอื่นดีหมดค่ะ โดยเฉพาะพนักงาน น่ารักมาก พูดจาดี (กะดึก คุณโดนัทดีมากเลย),8.5
14,ห้องอาหารโต๊ะนั่งน้อย แต่อาหารอร่อย,8.5
