,Review,Rating
0,สบายมากค่ะ นอนสบายมากกกกกกกกกก,8.5
1,แผนกต้อนรับพูดจาดีมากค่ะ สะดวกสบาย ใกล้แหล่งช๊อปปิ้ง ร้านสะดวกซื้อ,9.4
2,ไม่มีที่จอดรถ ซอยเข้าแคบมาก ถ้าเอารถส่วนตัวมาไม่แนะนำครับ,5.1
3,ห้องสะอาด แต่แอบเก่าๆ นิดหนึ่งครับ,9.1
4,น้ำแอร์ไหล ไฟตรงตู้เสื้อผ้าเปิดไม่ติด ที่ฉีดก้นไม่ยอมเปลี่ยน สกปรกมาก,5.7
5,ข้อดี ใกล้สถานีรถไฟพญาไท เดินทางสะดวก มีอาหารเช้าแบบบุฟเฟ่ ห้องเป็นระบบคีย์การ์ด ถ้ามีห้องว่างพนักงานให้เช็คอินได้เลยไม่ต้องรอบ่าย2 ข้อเสีย ห้องค่อนข้างเก่าแต่ไม่ได้เก่ามาก ผ้าเช็ดเท้าหน้าห้องน้ำมีแต่เชื้อรา ส่วนรวมถือว่าโอเคสำหรับห้องราคาประมาณนี้,9.1
6,ผ้าขนหนูมีเฉพาะผืนใหญ่ ผืนเล็กไม่มีเข้าพัก 2 คืน คืนที่ 2 ไม่เอาน้ำดื่มมาให้ ทั้งๆที่แจ้งกับพนักงานต้อนรับแล้วว่าขอน้ำดื่มและผ้าขนหนู พนักงานบอกว่าเดี๋ยวจะเอาขึ้นไปให้ แต่ก็เงียบหายไปเลย,6.2
7,พอใช้ได้กับราคา บริการดีครับ มีอาหารเช้าบุบเฟ่ด้วย เกินคุ้ม แต่ปรับปรุงเองแอร์ นิดนึงครับ,8.5
8,ถูกและดีมีที่ไหน ต้องมาที่นี่เลย แต่แอร์เย็นช้าไปหน่อย,8.5
9,ชอบอย่างเดียวที่มีเก้าอี้คู่ข้างๆเตียงนอน ไม่ชอบมากๆ คือฝุ่นเยอะมากๆหลังโต๊ะตั้งทีวี เวลาหยิบปักเสียบบอกเลยว่า สกปรกมาก มีขวดเปล่า มีเศษขยะ อะไรต่างๆเต็มไปหมด ตู้เย็นเปิดออกมาเหม็นมาก แนะนำเปิดทิ้งไว้เวลาใช้งานค่อยเสียบปลักแหละปิดประตู ห้องน้ำแคบไป,6.4
10,ห้องสะอาด แอร์เย็นมากๆดีดีชอบ อาหารเช้าเป็นแบบบุฟเฟต์ ด้วยรวมดีมาก,10
11,ห้องเก่า ไม่เหมาะสมกับราคา อุปกรณ์ในห้องน้ำเก่า ราคาแพงเกินไป อาหารเช้าหมดไม่เติม คนมาทีหลังไม่ได้กิน,5.4
12,แย่มาก ห้องเหม็นอับ มีแมลงสาบตัวเล็ก เดินว่อนเลย ในตู้เย็นยังมี ห้องหน้ากลัวอ่ะ ห้องน้ำเล็กคับแคบ ครั้งเดียวพอ!,4.8
13,น้องพักกว้างค่ะ พนักงานน่ารัก แต่ไกลซอยไปนิดนึงค่ะ โดยรวมโอเคค่ะ,8.7
14,ที่พักอยู่ในซอยเปลี่ยว ราคาถูก ฟรีอาหารเช้า ห้องกว้างมาก แต่ก็ยังมีฝุ่นละอองเยอะ รวมๆก็คือว่าคุ้มค่าในราคาไม่เกินพัน,8.5
15,ห้องไม่เหมือนในภาพแต่ค่อนข้างสมราคาเดินจากซอยค่อนข้างไกล แอร์เสียน้ำไหลเป็นทาง ผ้าห่มเก่า การดูแลพอใช้ได้แค่ควรตรวจสอบก่อนให้ผู้เข้าพักใช้ห้อง ไม่ใช่บอกให้เปลี่ยนห้องถ้าห้องไม่ดีพนักงานตอบคำถามไม่ถูกประเด็น,6
16,ผ้าห่มกลิ่นไม่สะอาด กลิ่นในห้องพักตุๆ น้ำไหลอ่อน,6.3
17,ห้องพักโอเคค่ะ ในห้องพักมีหมอน 1ใบ ตอนเช็คเอ้า ถึงรู้ว่า สามารถขอหมอนเพิ่ม แล้วแต่ความชอบได้เลยว่า อยากได้แบนๆหรือ นูนๆ บริการ24ชั่วโมง เสียดายมากเลย ยังไงใครจะพักก็ รีเควสได้นะคะ อาหารอร่อยมากกกกกกก ทุกอย่างโดยรวมถือว่าผ่านมาก ในราคาระดับนี้ค่ะ,9.7
18,ห้องอาบน้ำแคบมาก ไม่ทราบห้องอื่นเป็นเหมือนกันไหม ห้องสะอาด แอร์เย็น เดินไปประตูน้ำได้ ไม่ไกลเกินไป,6.4
19,ห้องกว้างดีค่ะ เพิ่มเตียงเสริมแล้วก็ยังโล่ง,8.5
20,ห้องกว้างดี แต่ฝุ่นเยอะไปหน่อย ทำให้เป็นหวัดเลยค่ะ,8.3
21,พนักงานน่ารัก บริการดีมากค่ะ อาหารเช้าอร่อย,8.8
