,Review,Rating
0,พนักงานบริการดีเลิศเต็ม10ไม่หัก ไม่มีตู้เย็น แต่โดยรวมคือมินิมอลมากชอบคะ พักคนเดียวก็ไม่น่ากลัว มีห้องสำหรับทานอาหาร แต่แอร์เย็นมากใครไม่ชอบเย็นๆแจ้งพนักงานนะคะ ถือว่าผ่านนะคะโรงแรมนี้,8.5
1,ดีงามมากกก เจ้าของเป็นกันเอง เยี่ยม,9.4
2,โทรทัศน์ขนาดใหญ่กว่าในรูป น่าจะจอกว้างประมาณ 48 นิ้ว ถูกใจมากๆ ห้องพักสะอาด ใหม่ เตียงนุ่ม ในห้องมีที่ชาร์จมีปลั๊กให้เยอะมาก มีผ้าเช็ดตัว ครีมอาบน้ำ ห้องน้ำพื้นทำสโลฟน้ำไหลดี แม่บ้านทำความสะอาดดี มีลิฟต์ ตรงส่วนกลางมีไมโครเวฟ ตำแหน่งที่ตั้งดีมากเดินทางสะดวก อยู่ใกล้ AIRPORT LINK BTS Shopping malls 7-11 Markets และ etc.,10
3,พนักงานบริการดีมาก ห้องสะอาดเย็นสบาย,9.7
4,ห้องแคบมากๆ เล็กมากหายใจไม่ค่อยออก ไม่มีตู้เย็น แต่เตียงโอเคค่ะ ทางเดินเข้าไปโรงแรมน่ากลัวตอนค่ำ เพราะมีกลุ่มผู้ชายมานั่งกินเหล้าตามทางเดิน เป็นกลุ่มๆ ผู้หญิงถ้าไปพักคนเดียวไม่แนะนำค่ะ,7.7
5,ผนังห้องพักน่ากลัวมาก แอร์ก้อมีปัญหา ทีวีไม่ค่อยชัด,6
6,เหมาะสมกับราคา พนักงานบริการดี,8.5
7,ทุกอย่างปานกลาง แต่ไม่ชอบมีกลิ่นขยะ อยู่หน้าห้องเหม็นมาก เวลาจะเข้าห้องต้องรีบปิดประตูเพราะกลัวกลิ่นเหม็นเข้ามาในห้อง,8.5
8,"บริการดีมากๆค่ะ

ประทับใจๆ ชอบๆๆ

การใช้ ใช้บริการอีกค่ะ

พนักงานน่ารักมาก",9.7
9,พนักงานต้อนรับรอบทำงานตอนเช้าพูดไม่เพราะ ผู้หญิงส่วนห้องอาหารพนักงานรับอาหารบริการไม่ค่อยดี ไส้กรอกแข็งมากๆๆ ไม่สด เหมือนเก็บมาหลายวันแล้ว,7.9
10,พนักงานต้อนรับพูดไม่เพราะครับ (บางคน),6.3
11,เหม็นกลิ่นขยะ ห้องเก่ามากๆ ผ้าห่มบาง ที่นอนไม่สบาย,6
12,เก่ามากๆ เข้าไปลึกสุดซอย น่ากลัว มีกลิ่นขยะ,6
13,ห้องมีกลิ่นอับ โรงแรมเก่ามากค่ะ,8.5
14,ใกล้ประตูน้ำ สะดวกสบายตามราคา ห้องกว้างขวาง,8.5
15,สะดวกดีค่ะ หาง่าย แต่จะไปประตูน้ำ ต้องเดินไกลนิดหน่อย,8.4
16,อยู่ในซอยลึก หายาก มองไม่เห็น หลบมุม,6.2
17,ใกล้แหล่งช้อปปิ้งค่ะ รวมๆแล้วก็ดีค่ะ,8.5
18,ห้องพักโดยรวมโอเคครับ น่าพักผ่อน คุ้มกับราคา,8.5
19,บริการเหมาะแก่ราคา...คืนเงินได้จริงเมื่อยกเลิกตามกติกา,7
20,พนักงานต้อนรับพูดจาไม่ดี แต่แม่บ้านน่ารัก,5.7
21,มีโอกาสครั้งหน้าจะมาพักอีกนะคะ,10
22,โรงแรมสะอาดพอใช้ได้ พนักงานต้อนรับเป็นกันเองดี รวมๆแล้วคือโอเค,10
23,ห้องอับ อากาศไม่ถ่ายเท เหม็นมาก แอร์ไม่เย็น นอนๆอยู่กลัวขาดอากาศหายใจ,6.6
24,ไวไฟแย่มาก ใช้ไม่ได้เลย,7
25,ห้องพักเหม็นมาก กลิ่นแรง นอนไม่หลับ,5.4
26,ดีค่ะ แต่ตึกอับสัญญาณไปหน่อยค่ะ,8.5
27,โรงแรมทำเลที่ตั้งสะดวกครับ ใกล้แหล่งช็อปปิงประตูน้ำ แพลตทินัม ห้องเก่านิดหน่อย แต่ก็โอเคอยู่ แอร์เย็นมาก ราคาก็สมเหตุสมผล,6.7
28,สะอาดดี กรุณาบริการน้ำดื่มทุกวันด้วยนะ,8.5
29,โรงแรมค่อนข้างเก่า ห้องน้ำเก่า สกปรก แต่ใกล้ประตูน้ำ แหล่งช็อปปิง,6.4
30,ให้เข้าได้เลย ไม่ต้องรอถึง 14 น. นับว่ามีประโยชน์กับผู้เดินทางมากๆ,8.5
31,สะดวกดี ติดรถไฟฟ้าแอร์พอร์ตลิงก์,8.5
32,ดีมาก สะอาด บริการดี เดินทางสะดวก จะกลับมาพักอีก,8.8
33,ไม่ใช่ไม่ดี ธรรมดาค่ะ แย่มากๆ เสียความรู้สึก,6
34,พื้นที่ห้องแคบและไม่มีหน้าต่าง ทำให้ห้องอับ ไม่มีแสงส่อง,6.1
35,พนักงานที่ดีร่าเริงและทุ่มเทพร้อมที่กินเย็น ๆ,10
36,ผู้จัดการเป็นกันเองมาก จะกลับมาอีกแน่นอน,9.4
37,โรงแรมสะอาด เจ้าของและพนักงานเป็นกันเอง - ใกล้สถานีรถไฟฟ้าสนามบิน เดินทางสะดวก เดินประมาณ 1 กม. ถึงบิ๊กซี-เซ็นทรัลเวิลด์,8.8
