,Review,Rating
0,พนักงานบริการไม่ดีไม่สนใจลูกค้าคุยแต่โทรศัพท์ เรารอได้ถ้าคุณคุยธุระ แต่ช่วยบอกกับเราทีว่ารอสักครู่ แต่คุณเล่นเดินหนีลูกค้าแบบนี้จะให้ฉันคิดยังไง รอบที่แล้วมาพักได้จองเตียงเดี่ยวได้เตียงคู่ ฉันก็หยวนๆ ให้แล้วพนักงานทำไม่ทันก็เข้าใจได้ รอบนี้ฉันไปถึงไม่มีที่จอดรถ แล้วไม่แนะนำอะไรฉันเลย ฉันยอมเสียเงินไปนอนโรงแรมอื่นนะ เสียเงินไม่ว่า แต่ฉันเสียเวลาและความรู้สึก จิงๆ แล้วที่พักคุณดีมากฉันถึงกลับมาไง แต่คุณไม่คิดที่จะสนใจเรา งั้นเราก็คงไม่มาพักอีกเพราะเราไม่ได้มาขอพักฟรี,6.1
1, ห้องพักไม่ค่อยสะอาด มีเส้นผมทั้งบนเตียงและในห้องน้ำ ทางเดินค่อนข้างแคบ ได้ยินเสียงข้างนอกดังเข้ามาในห้องชัดเจน ของและอุปกรณ์ในห้องโอเคและครบ,6.2
2,ห้องอาจจะเล็กหน่อย เหมาะสำหรับไว้พักผ่อนเวลามาเที่ยว ไม่มีที่จอดรถ(มีสำหรับจอดรถยนต์ประมาณ3คัน) เหมาะแบบไปขึ้นแท็กซี่เอาเองมากกว่าเอารถมา ซอยเป็นซอยตันๆ แต่ที่พักอุปกรณ์ต่างๆในห้องครบถ้วน สะดวก (มีแปรงสีฟัน ยาสีฟัน ไดร์เป่าผมให้ด้วย ><) ห้องสะอาด เตียงนุ่มสบาย แอร์เย็นดี พนักงานน่ารัก ชอบค่ะ!! >0<,9.4
3,ไม่ได้ห้องตามที่จองไว้ จองไว้เตียงเดียวได้เตียงคู่ ไฟห้องน้ำไม่ติด,6
4,ที่จอดรถก็ไม่มี ไม่รับผิดชอบลูกค้า พนักงานไล่ลูกค้า,5.1
5,จองโปร epic ขนาดห้องกำลังพอดีๆ ไม่น่ากลัว ชั้น 7 วิวสวย แท๊กซี่มาถูก เรียก grab ได้ สะดวกมากๆ ใกล้แฟมิลี่มาร์ท ไม่อด,9.1
6,ห้องพักสะอาด ใกล้ทำเลค้าขายประตูน้ำ,8.8
7,โอเคค่ะ พนักงานบริการดี ห้องสะอาด ห้องน้ำเล็กไปหน่อย โดยรวมโอเคดีมากค่ะ,8.5
8,ห้องน่าอยู่สะดวกสบายในการเดินทาง,8.8
9,เดินทางสะดวก ห้องนอน ห้องน้ำสะอาด พนักงานบริการดี,8.5
10,พนักงานบริการดีมาก สงบส่วนตัวดี,8.5
11,พนักงานใส่ใจดีมากครับ ขออะไรก็จัดให้ครับ ห้องกระทัดรัดสมราคา สะอาด ชอบครับกันเองดี มีโอกาศจะกลับไปอีกครับ,9.4
12,"ห้องพักสะอาด ห้องน้ำแยกโซนเปียกแห้ง มีน้ำให้ 2 ขวด ไดเป่าผม สบู่แชมพูยาสีฟันแปรงสีฟันครบ ลองเดินจากสถานีแอพอตลิ้งราชปรารถ มาตามถนนเลียบทางรถไฟตอน17.30 มาโรงแรมน่ากลัวมากต้องเดินผ่านผู้ชายตั้งวงกินเหล้า แต่เส้นนี้ใกล้มากแค่ 450 ม. เดินเส้นนี้อีกทีรุ่งขึ้นตอนสายๆ บรรยากาศกลับกลายเป็นสบายๆไม่น่ากลัว โรงแรมใกล้ประตูน้ำมาก เดินไปช็อปสะดวก ในซอยมี7-11, family mart และร้านอาหารตามสั่งเยอะ",8.8
13,ห้องของจริงเล็กมากไม่มีที่เดิน,5.4
14,ลิฟชำรุดตอนขนของ ไม่ค่อยทำความสะอาด แขวนป้ายไว้ก็ยังไม่ทำ ต้องบอกถึงจะทำ การบริการแย่,6
15,มีการเปลี่ยนห้องกระทันหัน โดยไม่มีการแจ้งล่วงหน้า ที่จอดรถยนต์มีน้อยมาก น้ำดื่มก็ไม่มีในห้องให้,6
