,Review,Rating
0,สถานที่สวย ห้องสะอาด กว้างพักผ่อนสบาย บริการ 5 ดาว,9.7
1,ห้องพักเก่าและติดกัน มีประตูเชื่อมห้องข้างๆแต่ล็อคไว้ รู้สึกไม่เป็นส่วนตัวและมีเสียงลอดจากประตู ระบุของห้องพักปลอดบุหรี่ แต่เข้ามีกลิ่นบุหรี่ในห้องและแสงสว่างน้อย ไม่เหมาะกับผู้หญิงที่ชอบแต่งหน้าในที่สว่าง,6.4
2,โรงแรมนี้ไม่ค่อยปลอดบุหรี่ กลางคืนนอนยุได้กลิ่นบุหรี่โชยมาทั้งคืน สุขภาพแย่,5.8
3,ปลั๊กไฟใช้ได้ไม่กี่ปลั๊กเองค่ะ แต่รวมๆก็ดีค่ะ,8.5
4,บริการดี ใกล้แหล่งช็อปปิ้ง เดินทางสะดวก,8.7
5,เหม็นบุหรี่ในห้อง การบริการไม่ค่อยดีค่ะ,6
6,น้ำรั่วตลอดในห้องน้ำ ห้องเหม็นบุหรี่ ,8.3
7,ที่พักสะอาด ห้องกว้าง อาหารอร่อย,8.8
8,ห้องเก่าหน่อย อาหารเช้ามีไม่เยอะ,8.5
9,โดยรวมดี อาหารอร่อยมาก แต่ข้อเสียคือกว่าจะได้เช็กอิน ต้องรอบ่าย 2 โมง,8.8
10,สกปรกมากค่ะ ห้องเหม็นอับ แอร์ปรับไม่ได้ หนาวมาก ทุกอย่างดูหลอน ครั้งเดียวก็เกินพอ,4.8
11,ดีค่ะ โอเคเลย แต่จะเรียกแท็กซี่ยาก แต่อย่างอื่นโอเคมาก,9.4
12,แอร์เย็นสบาย ห้องพักสะอาด น้ำไหลแรงดี แต่มีกลิ่นบุหรี่จากข้างนอกลอยเข้ามาในห้องบ่อยๆค่ะ และได้ยินเสียงจากด้านนอกก็เข้ามาชัดเจนค่ะ,8.4
13,ห้องสกปรกมากค่ะ ผ้าห่มที่นอนฝุ่นคลุ้ง ห้องเหม็นกลิ่นบุหรี่มาก ใครที่ไม่ชอบกลิ่นบุหรี่แนะนำให้ผ่านค่ะ พนักงานบริการแย่ยกเว้นพี่ยามค่ะ น่ารักมาก ให้ความช่วยเหลือดีมากค่ะ,5.1
14,โดยรวมโอเค แต่วันที่เข้าพักกำลังปรับปรุงใหม่,7
15,โรงแรมไม่เหมือนกับหน้าเว็บไซต์เลย ห้องพักฝุ่นเยอะมาก,6
16,ห้องพักไม่ตรงกับที่ทำการจอง ได้ห้องเกรดต่ำกว่ามาตรฐาน,5.4
17,ไม่สะอาด บริการไม่ดี และอาหารมีน้อย,5.1
18,ค่อนข้างดีครับ สะดวกถ้าจะไปช็อปปิ้ง,8.7
19,สะดวก ใกล้แหล่งช็อปปิ้ง ควรเน้นเรื่องความสะอาด กับอาหารเช้าที่ดีกว่านี้,6.8
20,ที่นี้คุ้มกับการมาที่นี้ดีทุกอย่าง บริการสนุก สถานที่สะอาด สบาย มีอย่างหนึ่งที่ล๊อบบี้ไม่มีแอร์ตอนมาถึงครั้งแรกร้อนเกิน ยกเว้นจุดนั้นทุกอย่างโอเค,9.7
21,มาถึงวันแรก ที่นี่เป็นโรงแรมที่แย่ที่สุดที่มีการบริการลูกค้า ไม่มีใครช่วยเรานำกระเป๋าเดินทางและกล่องมาที่ห้องของเรา เราเป็นสาวทางโรงแรมให้ห้องเราไม่มีไฟและไฟฟ้าในห้องใช้ไม่ได้กับปลั๊ก เราขอเปลี่ยนห้องแต่ทางโรงแรมบอกว่าจองเต็มแล้วเปลี่ยนให้ไม่ได้ พวกเขานำขาตั้งไฟส่องสว่างทั้งห้อง เป็นโรงแรมที่บริการแย่ที่สุดและไม่แนะนำให้ใครจองโรงแรมนี้,5.1
22,ทำเลที่ตั้งของโรงแรมเป็นยุทธศาสตร์มากล็อบบี้ก็เย็นมาก แต่ห้องโถงไปที่ห้องมืดมากและมีกลิ่นเหม็น อาหารเช้ายังไม่หลากหลายมากทุกวันข้าวผัดและไส้กรอกขนมปังนมกาแฟและชาเท่านั้น,6.6
23,ทำเลที่ตั้งดีเยี่ยมพนักงานสะอาดและเป็นกันเอง,8.5
24,ฉันอาจจะบอกว่าการมาพักที่โรงแรมนี้นั้นน่าหลงใหลพอ แต่ฉันได้รับปัญหาเกี่ยวกับห้องน้ำและเครื่องปรับอากาศในห้องของฉัน ซึ่งน้ำร้อนอย่างใดไม่สามารถทำงานได้และเครื่องปรับอากาศเพียงเย็นสำหรับวันหนึ่งคืนนี้ส่วนที่เหลือเช่น hangin ในกลางแจ้ง bad เลวร้ายเกินไปไม่สามารถบ่นในภาษาไทย โดยรวมสำหรับสิ่งอำนวยความสะดวกและที่ตั้งโรงแรม 7.5 จาก 10,9.3
25,ทำเลยุทธศาสตร์สำหรับผู้ที่ต้องการซื้อสินค้าเพียง 5 นาทีในการเดินไปประตูน้ำ,8.5
26,โรงแรมเก่ามากไม่คุ้มกับราคา,5.5
27,มันสนุกที่ได้อยู่ใน White Palace รับอาหารเช้าฟรีแม้ว่าคุณจะจองบนเว็บไซต์ Traveloka คุณจะได้รับแจ้งว่าคุณไม่สามารถรับอาหารเช้าได้ เวลาเช็คอินไม่จำเป็นต้องจ่ายเงินมัดจำ,9.7
28,ดีมากพวกเขาให้อาหารเช้าฟรี! พอใจมาก,9.1
29,การบริการดีมาก แต่อาหารเช้าแย่มาก,9.4
30,ห้องพักกว้างขวางสะอาดเหมือนในภาพอาหารเช้าเรียบง่าย แต่ไม่เลวทำเลเป็นยุทธศาสตร์ห้องพักยังมีตู้เย็นและเครื่องเป่าผม,9.1
31,โรงแรมตั้งอยู่ในทำเลที่ดี แต่พวกเขาไม่ได้ให้น้ำดื่มร้อนกาแฟและชาในห้องพักตามที่โรงแรมอื่น ๆ มักจะให้ดังนั้นเราต้องไปที่ร้านอาหารเพื่อรับมันฟรี เพดานต่ำมากเมื่อมีแสงน้อยดังนั้นมันจึงดูน่าขนลุก ที่นอนนั้นแข็งและไม่ค่อยสบายนัก อาหารเช้าไม่ค่อยอร่อยมีแค่ข้าวผัดไข่ขนมปังสลัดผลไม้ซีเรียลเท่านั้น หวังว่าจะนำเข้าครั้งต่อไป,5.9
