,Review,Rating
0,ห้องน้ำแย่ อ่างอาบน้ำปิดไม่สนิท,5.9
1,ห้องพักไม่เหมาะสมกับราคา ไม่ทันสมัย การเดินทางไม่สะดวก,6.1
2,ดีมาก รูปห้องตรงกับที่จอง ระบบการรักษาความปลอดภัยดีมาก,8.5
3,มีที่จอดรถ ใกล้แหล่งช้อป ห้องพักสะอาด,9.7
4,จองห้องเตียงเดี่ยวได้เตียงคู่ ห้องดูเก่าไม่สมราคา,6
5,ไม่มาอีกแล้ว ไม่น่าประทับใจ การต้อนรับและการติดต่อหน้าเคาน์เตอร์แย่มากๆ ผู้ชายแก่ๆ หน้าตาไม่รับแขก บรรยากาศวุ่นวายสุดๆ,6
6,เตียงแข็งไป ทัวร์เสียงดัง ห้องไม่เก็บเสียง แอร์ปรับความเย็นไม่ได้ ปรับแต่พัดลมได้ โดยรวมก็โอเค ไม่ถึงกับดีมาก,8.7
7,อาหารอร่อย แต่พนักงานบ้างคน ไม่ต้อนรับคนไทย ทั้งที่เป็นคนไทยด้วยกัน,4.9
8,ห้องโซนทิศเหนือดี เตียงนุ่มสะอาดแต่ห้องโซนทิศตะวันตกสู้ทิศเหนือไม่ได้เตียงนุ่มบ้างแข็งบ้าง,8.5
9,ห้องพักไม่ตรงตามที่แจ้งความประสงค์ ขอเปลี่ยนบอกไม่มีห้อง จองเตียงใหญ่ได้เตียงคู่ พนักงานปฏิเสธโดยไม่สนใจ,6
10,เดินเข้าไปทางฝั่งตรงข้ามตึกใบหยก มีร้านค้าตลอดทาง พนักงานที่ทำการ check in หน้านิ่งดี ไม่ยิ้มไม่แจ้งรายละเอียดอะไรเลย เช่น ลิฟท์ด้านไหน ตอนเช้าห้องอาหารอยู่ตรงไหน เวลคัมดริ๊งค์ไม่บอกว่าให้ไปรับเองที่ล็อบบี้บาร์ ไปเห็นอีกทีในคูปองที่แนบในซองมาพร้อมกุญแจฯลฯ ลงมาตอนเช้าต้องไปถามกับ door man ถึงทราบว่าทานที่ห้องไหน อาหารหลากหลาย รสชาติเหมาะกับคนที่ไม่ทานรสจัด พนักงานในห้องอาหารบริการดี ดูน่าจะขยันกันทุกคน เก็บถ้วย จาน ชาม เติมอาหารกันต่อเนื่อง ตอน check out พนักงานกะเช้ายิ้มแย้มกันดีทุกคน พูดจาสุภาพมีไหว้ขอบคุณหลังจากที่คืนเงินค่ามัดจำกลับมา,8.8
