,Review,Rating
0,ครบครันทุกความสะดวกสบาย มีโต้ะกิจกรรมให้ลูกๆเล่นระหว่างรอเชคอิน ห้องfamilyแคบแต่โดยรวมก็โอเค ไม่มีอ่างอาบน้ำ อาหารอร่อย ปกติเวลาสั่งอาหารที่อื่นขึ้นห้องอาหารจะเย็น แต่ที่นี่อุ่นๆร้อนๆมาเสริฟเลย ลูกๆแฮปปี้มากๆ อาหารเช้าหลากหลาย 10เต็มค่ะ,8.5
1,สถานที่ดีค่ะ พนักงานน่ารัก แต่ห้องพักแอร์ไม่เย็นเลย ขนาดช่างเจ้ามาดูและปรับมา10องศายังไม่เย็นเลย เข้าใจว่ารร.ปิดช่วงโควิดมา5เดือน แต่ก่อนเปิดน่าเทสแอร์และระบบทีวีก่อนเปิดให้บริการนะคะ โรงแรมระดับนี้ นอนแบบไม่ห่มผ้าเลยทั้งคืน ต่อให้อัพเกรดห้องเป็นห้องสวีทก็เหมือนเดิมค่ะ,6
2,เพิ่งเปิดหลังล้อคดาวโควิด มีคนพักแค่สิบห้อง อัพเกรดห้องให้ใหม่ พนักงานมีน้อยจนวังเวง อยู่ติดแพลตตินัม แต่การเข้าถึงโรงแรมจากคนทั่วไปค่อนข้างง่าย เหมาะกับคนมาช้อปปิ้ง วิวเมืองสวย เสียดาย sky bar ยังไม่เปิด เตียงนอนใหญ่และนุ่มมาก,9.7
3,ทำเลดีมากๆ เหมาะกับการมาShopping เดินทางสะดวก,8.5
4,ทุกอย่างโดยรวมโอเคค่ะ ชอบค่ะ ทำเลที่ตั้ง ความสะอาด บริการดีค่ะ,9.7
5,ไม่มีระบบคีย์การ์ด ใครๆก็สามารถขึ้นไปถึงประตูหน้าห้องพักได้ อุปกรณ์ในห้องพักมีแค่สบู่กับแชมพู นอกนั้นต้องขอ ห้องซูพีเรียร์จ่ายเพิ่มอีกเล็กน้อย แต่พรมสกปรก หาแท็กซี่ไปสนามบินยาก พนักงานยกกระเป๋าและหาแท็กซี่น่ารัก ตั้งใจทำงานดีมาก,8.4
6,มาถึงเมื่อวันที่ 9 ต.ค. 2565 และเป็นวันเกิดของสามีฉัน ก่อนหน้านี้ได้ตกลงกับทางโรงแรมเพื่อให้มีเซอร์ไพรส์/เค้กเล็กๆ น้อยๆ ให้สามีของฉัน แต่ไม่มีอะไรเกิดขึ้น อย่างไรก็ตาม การเข้าพักโดยรวมนั้นน่าพอใจและทำเลที่ตั้งก็เป็นจุดบวก,8.5
7,ยอดเยี่ยม ห้องพักกว้างขวาง ทำเลที่ตั้งสมบูรณ์แบบชั้นล่างเป็นแพลตตินั่มแฟชั่นมอลล์ เชื่อมต่อกับห้างสรรพสินค้าบิ๊กซี เซ็นทรัลเวิลด์ ตลาด (ดงกิ) ฯลฯ มีรถแท็กซี่มากมายเช่นกัน,8.8
8,ทำเลสะดวก. ข้อเสนอแนะหนึ่งคือ ลิงก์ที่ระดับ 2 ถูกปิดและทำให้เกิดปัญหาเล็กน้อยกับแขก ซึ่งมีปัญหาในการเดินขึ้นลงบันไดลอยฟ้า โดยเฉพาะช่วงที่ฝนตกหนัก ของฝน.,9.7
9,เป็นเวลานานแล้วตั้งแต่ที่ฉันมาพักที่นี่ครั้งล่าสุด ไม่ต้องสงสัยเลยว่าทำเลที่ตั้งยอดเยี่ยม แต่ห้องพักในโรงแรมจำเป็นต้องได้รับการฟื้นฟู ห้องพักไม่มีสิ่งอำนวยความสะดวก เช่น แปรงสีฟัน ชุดโกนหนวด สำลีก้าน และเจลอาบน้ำหมด ต้องขอจากแม่บ้านทำความสะอาด ผ้าเช็ดตัวดูเก่าและเป็นฝอย ต้องเปลี่ยน,6.4
10,นี่เป็นครั้งที่สองที่ฉันมาพักที่โนโวเทลและไม่ทำให้ผิดหวังเลย ทำเลที่ตั้งดีเยี่ยม พนักงานเป็นมิตร เตียงนอนสบายสุดๆ นอนหลับเหมือนเด็กทารก และบุฟเฟ่ต์อาหารเช้าที่หลากหลายมากสำหรับการเริ่มต้นวันใหม่,9.7
11,ทำเลสะดวก. ห้องพักกว้างขวาง บุฟเฟ่ต์อาหารเช้าเป็นสิ่งที่ดี มีสถานีไข่เจียว ก๋วยเตี๋ยว ขนมปัง อาหารปรุงสุก สลัดบาร์ น้ำผลไม้ ผลไม้ เครื่องชงกาแฟ แนะนำโดยรวม,9.7
12,ไม่เลว. แต่น้ำฝักบัวที่ห้อง 1413 เล็กมาก ควรซ่อมครับ ทำเลที่ตั้งดีมาก,8.8
13,"โรงแรมอยู่ติดกับแพลตตินั่ม สามารถเดินไปบิ๊กซี, เซ็นทรัลเวิลด์, แพลตตินั่ม, ตลาดประตูน้ำ ห้องพักมีเตียงสองชั้นและเหมาะสำหรับครอบครัว 4 ท่าน",8.5
14,เราต้องรอจนถึง 5 โมงเย็นเพื่อเช็คอินเข้าห้องของเรา และเมื่อเราขอเช็คเอาท์ล่าช้า แม้จะเป็นเวลาหนึ่งชั่วโมง พวกเขาก็ยืนกรานที่จะเรียกเก็บเงินเพิ่มจากเรา ที่น่าผิดหวังมาก ความเป็นมืออาชีพของคุณอยู่ที่ไหน? ไม่พอใจมากกับบริการของคุณ,5.5
