,Review,Rating
0,ห้องเล็ก ไม่เก็บเสียง ได้ยินเสียงเดินชัดมาก แอร์เย็นดี ห้องน้ำแบ่งโซนเปียกชัดเจน สามารถกรอกน้ำดื่มใส่ขวดไปดื่มบนห้องได้ เป็นนโยบายของที่พัก ไม่มีขวดน้ำดื่มให้ในห้อง หน้าปากซอยมี7-11 เดินถึงbtsสะพานควายเพียง1-2นาที มีร้านนวดใกล้ๆ ซอยข้างๆมีอาหาร ร้านอาหารขาย,9.2
1,เดินทางสะดวกใกล้bts สะพานควาย ห้องพักเหมาะสมกับราคา ห้องน้ำ เตียงสะอาดดี แต่ห้องแคบ ควรจะมีบานกระจก หน้าต่าง ลูกค้าจะได้ไม่รู้สึกอึดอัด ประตูต้องออกแรงบิดปิด-เปิด พนักงานบริการดี ให้คำแนะนำดี โดยรวมแล้วดี คุ้มค่าถ้ามีโอกาสอาจจะไปพักอีก,9.6
2,ห้องพักไม่กว้างแต่นอนหลับสบายไม่มีเสียงรบกวน ภายในที่พักเงียบมากแม้ห้องพักจะเต็ม ทำความสะอาดดี มีตู้เย็นและน้ำดื่มให้กดที่ชั้นล่าง ภายในห้องไม่มีตู้เย็น สตาฟบริการดีมาก การเดินทางใกล้บีทีเอสสะพานควาย กลับมาพักอีกแน่นอน,9.6
3,บริการดีมากๆๆๆๆๆเลยค่ะ มีที่จอดรถสำหรับคนมาพัก ห้องพักถือว่าโอเคมากๆเลยสำหรับสองคน สะอาด ห้องน้ำก็สะอาดค่ะ ปกติไปพักก็จะดูน้ำในห้องน้ำว่าแรงดีไหม ที่นี่น้ำแรงมากก แต่เสียอย่างไม่มีอาหารเช้าฟรี,9.2
4,ห้องพักดี สะอาด สิ่งอำนวยความสะดวกที่จำเป็นครบ มีไดร์เป่าผม ห้องน้ำดี เตียงนอนสบาย ผ้าห่มดีมาก ที่สำคัญระบบรักษาความปลอดภัยดีมากๆ และที่น่าชื่นชมคือ staff ทุกคนน่ารักและมี service mind มากๆ,10.0
5,ข้อดี - ทำเลดี ใกล้ BTS รอบๆมีร้านอาหารตามสั่ง ร้านข้าวราดแกงต่างๆ ทีวีมีให้เลือกดูหลายช่อง ห้องพักสะอาด ข้อเสีย - บันไดแคบ ไม่มีลิฟต์ ห้องค่อนข้างเล็ก ห้องน้ำมีฝักบัวแบบติดผนัง น้ำกระจายมาก ปรับความแรงและทิศทางน้ำไม่ได้,8.8
6,อยู่ใกล้บีทีเอสสะพานควายมาๆค่ะ แค่เดินลงมาจากบันไดก็เจอเลย ที่พักแจ้งว่าเราไม่ใช่โรงแรมไม่ได้บริการเต็มที่ แต่ก็ช่วยยกกระเป๋า(ไม่มีลิฟต์)มีแม่บ้านมาทำความสะอาด มีของครบ ห้องขนาดพอดีๆ,10.0
7,Staffบริการดี ห้องสะอาด มาพักหลายครั้งแล้ว นอนหลับสบายเสียงเงียบมาก ขนาดห้องพักพอดีสองคน ใกล้บีทีเอสสุดๆ ใกล้เซเว่น น้ำดื่มต้องกรอกใส่ขวดขึ้นไป ในห้องไม่มีตู้เย็น,10.0
8,ใกล้บีทีเอสมากๆ ลงมาเลี้ยวเข้าซอย ถึงเลย มีของกินรอบๆ เดินนิดเดียวก็ถึงจตุจักรแล้ว พนักงานให้บริการดีมาก สะอาดเรียบร้อย รวมๆแล้วชอบมากค่ะ,10.0
9,ที่พักสะอาดค่ะ พักห้องเดี่ยวอาจจะแคบไปหน่อยแต่ไม่อึดอัด มีห้องน้ำในตัว อยู่ใกล้BTS แบบเดินนิดเดียวถึง รถส่วนตัวก็มีที่จอดรถให้,10.0
10,ทำเลดี ติดรถไฟฟ้า bts เดินทางสะดวก มีที่จอดรถ ห้องสะอาด แต่ขนาดเล็ก มีไดร์เป่าผมให้ พนักงานดูแลดี ข้อเสีย : ไม่มีลิฟท์,9.2
