,Review,Rating
0,ทำเลที่ตั้งดีมากค่ะ อยู่ในซ.พหลโยธิน3 ขับรถไปสะดวก มีที่จอดรถเยอะมากค่ะ ห้องพักกว้างมากๆ สิ่งอำนวยความสะดวกครบ พนง.ดูแลดี แต่ติดอย่างเดียวเรื่องความสะอาดค่ะ เพราะห้องที่ไปพักตอนไปบนโซฟายังมีเส้นผมติดอยู่เลย และก็แม่บ้านลืมให้ผ้าเช็ดตัวไว้ค่ะ แต่ก็โทรไปขอตอนเที่ยงคืนกว่าๆ พนง.ก็รีบเอามาให้อย่างเร็วเลย ถือว่าแก้ปัญหาได้ดีเยี่ยมค่ะ แต่ถือว่าดีมาก คุ้มค่า ไว้ไปแถวนั้นจะพักที่เดิมแน่นอนค่ะ มีประโยชน์,4.7
1,เป็นอีกสถานที่ที่มาบ่อยและก็จะมาใช้ยริการอีกต่อๆ เพราะติดใจบรรยากาศ ให้ความรู้สึกเหมือนอยู่บ้าน,5.0
2,ไปนอนห้อง 1105 ได้ยินเสียงเครื่องทำน้ำอุ่น หรือเสียงเปิดน้ำของห้องข้างๆ 1104 เสียงแอร์ดังในห้องนอน แต่โดยรวมสะดวกสบายดี เป็นส่วนตัว คราวหน้าก็จะไปพักอีกค่ะ,5.0
3,โรงแรมสภาพโอเค โลเคชั่นดีมากๆ สะอาด เตียงยวบยาบไปนิดแต่พอนอนได้ รวมๆโอเค สำหรับนอนแค่คืนเดียว ไม่แย่นะ โอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอโอ,4.0
4,ห้องพักสะอาดมากคะ มีประโยชน์,5.0
5,ทำเลใกล้สถานีรถไฟฟ้า แต่ไม่มีอะไรอื่น มีรถบัสรับส่งสนามบินโดยตรง พนักงานเป็นกันเองสุด ๆ ห้องใหญ่มาก แต่ควรปรับปรุงเรื่องความสะอาด บริเวณสระว่ายน้ำสวยมากพร้อมบริการรถรับส่งฟรีไปยังสถานี ข้อความเดิม แปลโดย Google,4.2
6,ที่ตั้งของโรงแรมอยู่ใกล้กับอารีย์ซึ่งก็โอเค ห้องพักเก่าและจำเป็นต้องปรับปรุง พนักงานไม่เป็นมิตร ขอกุญแจดอกที่สอง แต่พวกเขาไม่ปฏิบัติตามคำขอของฉัน ให้กุญแจแก่ฉันเพียงดอกเดียว เตียงควรจะเป็นราชินี แต่มันเล็กกว่าราชินี เครื่องปรับอากาศแย่มาก ห้องน้ำมีกลิ่นเหม็นบางครั้ง ฉันจะไม่จองที่นี่อีก ข้อความเดิม แปลโดย Google,3.0
7,ถือว่า 3 ดาวก็โอเคนะ ห้องอาหาร Hungry Brown ในโรงแรมคือ มีความแตกต่างของแต่ละบุคคล แต่อาหารเป็นอย่างมาก โปรดทราบว่าไม่สามารถรับประทานได้โดยการบีบ ข้อความเดิม แปลโดย Google,3.0
8,โรงแรมสะอาดเงียบสงบและสะดวกสบาย ผู้คนใจดี นี่ไม่ใช่ครั้งแรกที่ฉันมาพักที่นี่ จะกลับมาอีกแน่นอน ข้อความเดิม แปลโดย Google,5.0
9,โรงแรมค่อนข้างเก่า ดูแลรักษาดี เป็นแบบบ้านที่ชอบ แอร์ดังเกินไป คนข้างบนได้ยินชัด (ข้อเสียใหญ่สุด) ข้อความเดิม แปลโดย Google,4.0
