,Review,Rating
0,พักทั้งหมด 2 คืน โรงแรมเป็นโรงแรมที่ดูเก่าแล้ว แต่สิ่งอำนวยความสะดวกต่างๆยังโอเค แอร์เย็นแต่ต้องใช้เวลา น้ำอุ่นต้องหามุมให้ดีไม่งั้นน้ำจะร้อนเกินไป สระว่ายน้ำถือว่าดีมีทั้งน้ำตื้นและน้ำลึก 2 เมตร ฟิตเนสเหมือนเป็นที่ชั่วคราวเปลี่ยนห้องพักมาเป็นห้องฟิตเนส ไม่ค่อยมีอะไรเท่าไหร่ ทั้งหมดโดยรวมถือว่าคุ้มค่ากับเงินที่จ่ายไป ส่วนทำเลจะไม่ได้ดีมาก แต่สามารถเรียกรถตุ๊กๆ muvmi ไป BTS/MRT ได้ไม่ยาก มีเซเว่นแต่ต้องเดิน 6-7 นาที หรือสามารถสั่งผ่านแอปให้มาส่งหน้าโรงแรมก็ได้,4.7
1,ดีครับ ชอบมาก ความปลอดภัยในการเข้าออกห้องดี โรงแรมสวย อาจจะช้าเรื่องเช็คอินไปนิดหน่อย ผมยืนรออยู่พักนึงจนมีพี่อีกคนเดินเข้ามาทำเรื่องให้แปปเดียวเสร็จเลย โดยรวมดีครับ วิวสวย นอนสบายเตียงนุ่ม เสียดายน้ำอุ่นมากวันที่ไปใช้ไม่ได้ รอบหน้าไปพักอีกแน่นอนครับ ❤️,4.2
2,-บริการดีตั้งแต่เลี้ยวเข้าโรงแรม พี่ๆ รปภ. พนักงาน ทุกท่านบริการดีมากๆ -ห้องพักสะอาด วิวดี สวย อุปกรณ์อำนวยความสะดวกมีให้ครบ ไม่แน่ใจว่าปกติมีไดร์เป่าผมไหม หาไม่เจอ แต่ก็ไม่ใช่ปัญหาในการเข้าพักค่ะ -แอร์เย็น น้ำอุ่นเปิดได้ง่าย ทีวีดูได้ ชัด น้อยมากที่ะเจอโรงแรมมีทีวีและเปิดได้ บางที่มีทีวีแต่เปิดไม่ได้ wifi ใช้ได้ดี ไม่หลุดเลย -มีโอกาสจะไปพักอีกนะคะ ประทับใจมากๆ,5.0
3,ห้องชั้นบนวิวสวยครับมองเห็นเมืองหลวง ตึกไยหยก ตึกแมกโนเลียริมแม่น้ำ และอยู่ใกล้ทางขึ้นลงรถไฟฟ้าที่เดินทางสะดวกด้วยรถยนต์,4.2
4,ที่พักเรียบร้อยดี อาจจะดูเก่าไปบ้างแต่ก็สะอาดดี โทรทัศน์สัญญาณไม่ค่อยดีเท่าไหร่,3.0
5,เหมาะสำหรับพักชั่วคราว โรงเเรมใหญ่มาก คนพักเยอะค่ะ,4.5
6,โรงแรมห้องสวย กว้าง สบาย การบริการดี และเดินทางสะดวก แนะนำครับผม,4.7
7,โดยรวมทุกอย่างดีมากค่ะ พนักงานสุภาพเรียบร้อยทุกคนค่ะ,4.7
8,ห้องพักดีมาก วิวสวย คุ้มค่ากับราคา,4.7
9,ดีมากกกก สะดวก มีที่จอดรถกว้างขวาง ใกล้หมอชิต สะอาด พนักงานบริการดี,5.0
