,Review,Rating
0,ห้องพักสะอาด ทำเลดี การเดินทางสะดวก แต่เสียอย่างนึงคือวันที่เข้าพักน้ำไม่ไหล และทางโรงแรมไม่มีปั๊มน้ำสำรองมาใช้ระหว่างที่น้ำไม่ไหล,6.8
1,ไม่มีห้องน้ำในห้องไม่มีความเป็นส่วนตัว ไม่ชอบเลย,8
2,ห้องแคบ แต่สะอาด ห้องน้ำและห้องอาบน้ำอย่างละ1ห้องต่อชั้น แยกชายหญิง แอร์เย็น ผนังห้องไม่ค่อยเก็บเสียง เดินจากbts อนุสาวรีย์ ลงจากsky walk ข้ามถนน2ครั้ง เดินต่ออีกนิดจะถึง,8.1
3,ไวไฟที่ให้เล่นไม่ได้ ส่วนห้องพักและห้องน้ำสะอาดดี,8.1
4,ข้อดี - ทำเลที่ตั้งดีมาก สามารถเดินไปขึ้นรถที่อนุเสาวรีย์ชัยฯ ได้ - อยู่ใกล้ร้านสะดวกซื้อ 7-11 - อยู่ติดถนนใหญ่ หาง่าย ไม่ซับซ้อน - มีมุมขนม น้ำเปล่าให้ดื่มฟรีตรงล็อบบี้ - ในห้องมี ทีวี กระจกบานใหญ่ (แนวนอน) ข้อเสีย - พนักงานไม่สนใจความต้องการของลูกค้า ต้องเล่าก่อนว่าก่อนเข้าพัก ได้มีการโทรไปคอนเฟิร์มการจองกับเจ้าหน้าที่โรงแรม และแจ้งว่าต้องการห้องที่ค่อนข้างเงียบ แต่เมื่อเข้าพัก พนักงานไม่ได้จัดห้องให้ตามคำขอ ทั้งๆที่ยังมีห้องว่างอื่นที่เงียบกว่า ต้องเสียเวลาลงไปเปลี่ยนห้องกับหน้าฟรอนต์ - ห้องน้ำน้อยมาก ห้องน้ำหญิงแบ่งเป็นห้องส้วม 1 ห้อง ห้องอาบน้ำ 1 ห้องต่อ 1 ชั้นต่อประมาณ 7 ห้อง เข้าพักครั้งนี้ก็ไม่ค่อยประทับใจเท่าไหร่,8.2
5,ก็ดี แต่ไม่ประทับใจในบริการ จองห้องรวม เข้าเช็คอินประมาณ 16.00 น. ขอเตียงล่าง เพราะจะเช็คเอาท์ 18.30 น.วันเดียวกัน แต่ได้เตียงบน ทั้งๆ ที่มีเตียงล่างว่าง,8.3
6,"- เดินทางสะดวก ใกล้ 7-11 ใกล้แหล่งของกิน โดยรวมพื้นที่ของโรงแรมโอเคมากๆ พนักงานบริการดี มีคนเฝ้าตลอด 24 ชม. 
- เสียแต่ผนังห้องบางมาก ได้ยินเสียงรถผ่าน คนเดินผ่านห้อง แค่เสียงข้างห้องคุยกันก็ดัง ถ้าห้องเก็บเสียงได้ขึ้นอีกนิดนึงก็จะดีมากๆเลยค่ะ",8.3
7,"อยู่ใกล้ก๋วยเตี๋ยวเรืออนุ รถเมล แต่ bts อาจไกลออกมาหน่อย 
ห้องน้ำ ไม่แน่ใจทำความสะอาดกี่ช่วง ถ้าหลังช่วงคนใช้",8.3
8,บันไดขึ้นลงลำบาก ภายในห้องมีกลิ่นอับ คุ้มกับราคา นอนชั่วคราว,8.4
9,โฮลเทลน่ารักดูอบอุ่น แม่บ้านยิ้มแย้มน่ารักมากค่ะ แต่อยากฝากแผนกเช้คอินรับลูกค้า ให้ใจเย็นๆ ยิ้มแย้มมากกว่านี้ค่ะ ต้อนรับด้วยความเต็มใจ จะดูอบอุ่นน่าอยู่ขึ้นเยอะเลย อยากให้ดีขึ้นยิ่งๆไปอีก,8.4
10,"ทำเลต้องเดินผ่านถนนใหญ่ ไม่สะดวกนัก
ห้องนอน ห้องน้ำ ดี แต่แชมพูในห้องน้ำทำให้ผมกระด้างมากค่ะ อยากให้เปลี่ยนยี่ห้อค่ะ",8.4
11,ที่พักดี ราคาถูก ตรงตามปก ไม่มีกลิ่นอับ,8.5
