,Review,Rating
0,- ที่พักเก่า น่ากลัว แถมห้องที่เราได้คือประตูห้องอยู่ตรงทรงเดินบันได แบบเดินขึ้นมาเจอประตูห้องเราเลย ละเตียงก็อยู่ตรงประตูเลย เวลาอยู่ในห้องนี่รู้สึกเดียวกันกับแฟนเลย ว่าเหมือนมีอะไรคอยมองอยู่ตลอดเวลา - ไม่มีลิฟท์ - ระเบียงสกปรกมาก มีแต่ขี้นก เหมือนมาพักโรงแรมร้างเลย - การจัดวางเฟอร์นิเจอร์ไม่เหมาะสม เอากระจกไว้ปลายเตียง จัดห้องได้สะเปะ สะปะ มาก - บริการแย่ - ไฟเสียเป็นบางหลอด - น้ำมีกลิ่นเหม็น นี่เป็นครั้งแรกกับการที่ได้ที่พักห่วยขนาดนี้,4.8
1,อยู่ในซอยลึก พนักงานพูดจาไม่สุภาพ,4.8
2,ที่พักอยู่ไกลมาก ห้องพักไม่มีตู้เย็นในห้อง ข้าวแพงไป ไม่อร่อยเลย การเดินทางไม่สะดวก ไปไหนลำบาก บริการพอใช่ได้ ห้องด้านในสวย,4.9
3,ห้องพักเก่าและโทรมมาก อุปกรณ์ต่างๆใกล้ชำรุด ห้องพักไม่สะอาด น่าจะปรับปรุงนะคะ,5.1
4,พนักงานพูดจาไม่สุภาพ ไม่ให้เกียรติแขกที่เข้าพัก โรงแรมอยู่ในซอยลึกมาก,5.1
5,ที่ตั้งไม่ดี เดินทางไม่สะดวกนัก,5.2
6,การเดินทางเข้าออกไม่สะดวก พนักงานต้อนรับ ไม่ ok,5.4
7,ที่พักเข้าซอยไปไกลลึกมาก เหมือนอยู่ในพื้นที่ที่พักอาศัย ห้องพักธรรมดา ถือว่าแพงเมื่อเทียบกับราคา,5.8
8,ที่พักเข้าออกได้แค่ทางเดียว ทางเข้าลึกมาก มีรถออกมาส่ง แต่ตอนเข้าก็ต้องเข้าไปเองอยู่ดี พนักงานต้อนรับก็เฉยๆ ดีแค่ห้องนอนกว้างสบาย,5.8
9,ห้องพักไม่สะอาด พนักงานบริการแย่มากค่ะ ไม่ประทับใจเลย,6
10,อยู่ลึกเกินไปยากต่อการออกไปข้างนอก,6
11,1.พนักงานไม่เต็มใจบริการที่หน้าเค้าเตอร์ 2.พนักงานไม่อกนวยความสะดวกให้ต้องลงไปเอาเองที่ข้างล่าง(เป่าผม) 3.ห้องพักสะอาด (ดี),6
12,ห้องพักดี แต่โรงแรมอยู่ลึกมากหายาก เจ้าหน้าที่ที่เคาเตอร์หน้าตาไม่ยิ้มแย้มเลย พอจะให้ไปส่งหน้าปากซอยก็ทำหน้าไม่พอใจทันที คือที่มาพักที่โรงแรมคุณก็เพราะคุณโฆษณาไว้ว่ารับส่งฟรี เราก็ขอใช้บริการไง เราผิดตรงไหน พักโรงแรมคุณคือเดินเหนื่อยมาก คนเดียวด้วย ถ้าไปพักที่นี่ต้องมีรถส่วนตัวค่ะ,6
13,พนักงานเค้าเตอร์ ไม่เป็นมิตรเลยไม่ยิ้มแย้ม เรากดหมายเลขบันชีผิด ทำเหมือนกึงอารมใส่ ห้องดีสะอาด,6
14,ที่พักดี แต่ไม่มีตู้เย็น แหล่งที่ตั้งไกลมากๆๆ ในซอยสุดๆๆ หายาก รอบๆ ไม่มีแหล่งที่กิน,6
