,Review,Rating
0,ไม่มีที่จอดรถ พนักงาน ถามอะไรก็ไม่รู้สักอย่าง,4.9
1,-เรารีเควสมาแล้วว่าจะเช็คเอ้าท์ 14.00 แต่ และอ้างว่าวันเช็คเอ้าท์ลูกค้าเต็ม มันไม่ใช่ปัญหาของผม -ออกใบเสร็จได้ไม่ตามราคาที่เราจองมา แล้วเราต้องนำไปเบิกเราก็เบิกได้ไม่เต็มจำนวนสิครับ -ผ้าเช็ดเท้าในห้องก็ไม่มี -รู้สึกไม่ประทับใจ เสียใจด้วยนะครับที่ต้องคอมเมนท์ไว้,6
2,ห้องมีฝุ่น พื้นไม่ค่อยสะอาด พักสองคืน ไม่เอาน้ำดื่มมาเพิ่มให้ ต้องโทรไปขอ,6
3,มีห้องให้เลือก 2 ประเภทคือ superior กับ deluxe ล่าสุดจองเป็น deluxe ปรากฏว่าห้องที่ได้เป็นห้องเดิมที่เคยไปพักครั้งก่อน ซึ่งเป็นห้อง superior สภาพห้อง อุปกรณ์ต่างๆ เหมือนเดิมทุกอย่าง อีกอย่างหนึ่งคือ โรงแรมนี้ไม่มีแก้วน้ำให้ ไม่ว่าจะเป็นแก้วน้ำดื่มหรือแก้วน้ำแปรงฟัน,6.2
4,ที่พักโอเค พนักงานไม่ค่อยยิ้มแย้ม เน็ตช้ามากครับ,6.2
5,ช่องทีวี หลายช่องดูไม่ได้ ทั้ง2 ห้องที่เข้าพัก พื้นห้องชำรุด ห้องน้ำมีน้ำรั่วซึมจากสายชำระ,6.5
6,สะอาด สบาย พนักงานและยามดี เตียงนอนสบาย,8.4
7,บริการดี ห้องสะอาด ไม่วุ่นวายมีความเป็นส่วนตัว มีร้านกาแฟข้างๆ หน้าร้านดอกไม้ ราคาไม่แพงรสชาดดีมากค่ะ,8.5
8,ห้องพักสะอาดดีคะ แต่เสียอย่างเดียว หน้าต่างระเบียงเปิดไม่ได้ พนักงาน ยิ้มแย้มชอบค่ะ,8.5
9,ห้องกว้าง ทีวีดี แอร์เย็น ห้องน้ำดี แต่น้ำในห้องน้ำมีกลิ่น โดยรวมดีค่ะ,8.5
10,เดินทางสะดวก โรงแรมเล็กๆ น่ารักดี,8.5
11,ที่พักดี เดินทางสะดวก ไม่ไกลจากบีทีเอสสะพานควาย,8.5
12,ห้องพักดีค่ะ/แต่หาที่จอดรถยากไปนิด,8.5
13,ห้องสะอาดสวย แต่ดึกๆมีเสียงดังรบกวน น่าจะเป็นคนเที่ยวกลับมาเข้าห้องพัก คุยขนของเสียงดัง,8.5
14,ห้องพักสะอาด พนักงานบริการดี เดินทางสะดวก,8.5
15,ห้องสะอาดดีค่ะ เดินทางสะดวก เสียอย่างเดียวห้องไม่เก็บเสียง ตอนไปมีไซต์ก่อสร้างข้างๆค่อนข้างเสียงดังค่ะ,8.5
16,ห้องริมถนน เสียงรถผ่านดังตลอดคืน สะอาด,8.5
17,"โดยรวมดีนะ สะอาด ประตูล็อกแน่นหนา รู้สึกปลอดภัย
เสียงจากภายนอกดังเข้ามาภายในห้อง เช่น เสียงรถวิ่ง",8.5
18,ห้องพักสะอาด แต่เดินไกล bts หน่อย ใกล้ที่กิน,8.5
