,Review,Rating
0,เปิดเข้าไปในห้องมีกลิ่นอับมากๆ มาม่าที่ให้ไว้ในห้องหมดอายุตั้งหลายเดือนแล้วก็ไม่เปลี่ยน น้ำอุ่นไม่ทำงาน ทางเดินเก่า ลิฟท์เก่ามากๆ ตู้เย็นไม่เย็นเลย พนักงานที่คอยดูตรงที่จอดรถไม่ช่วยดูเลย ด้วยความที่ที่จอดรถน้อย ก็เลยต้องจอดซ้อนคัน พอเราจะเอารถออกก็ต้องเข็นรถออกเอง พนักงานนั่งมองเฉยๆ คนที่มายกกระเป๋าให้ (ยกแค่จากที่รถเข้าไปล็อบบี้ไม่ถึงร้อยเมตรด้วยซ้ำ) ให้ทิปแค่ 50 ทำหน้าไม่พอใจใส่ พนักงานทำความสะอาดคุยกันเสียงดังมาก มายืนออกันอยู่ตรงหน้าห้องแล้วคุยหัวเราะกันดังเข้ามาในห้อง พักผ่อนไม่ได้เลยค่ะ ครั้งเดียวพอ ไม่คิดจะเหยียบที่นี่อีกแน่นอน,4.5
1,พนักงานแย่ทพูดจาไม่ดี ภายในค่อนข้างเก่า,4.5
2,ให้ออกก่อนเวลา 13.00 แย่มากครับ,4.5
3,ห้องมีแต่กลิ่นบุหรี่ เจ้าของพูดไม่ดี เราบอกว่าจองผ่านเว็บ มีใบยืนยันการจองการจ่าย ยังไม่เชื่อเรา ต้องให้ยืนรอไปเช็กข้อมูล หอบกระเป๋ามา 2 ใบใหญ่ตั้งแต่แท็กซี่ถึงขึ้นโรงแรม โดยไม่มีใครมองแม้แต่หางตา แย่มาก,4.5
4,พนักงานเคาน์เตอร์วุ่นวายกับแขกท่านอื่น ไม่พร้อมบริการ วุ่นวาย เช็กอินลืมหลายอย่าง สุดท้า,4.5
5,ควรปรับปรุงให้ดีขึ้นนะครับ ขอความกรุณา,4.5
6,มีเพื่อนขึ้นไปส่ง ครึ่งชม. หักเพิ่ม 150บาท วันที่ 31 ตอนเวลา 00.38น. ถึง เวลา 01.00 น. ทั้งๆที่ให้ดูกล้องไม่ดู เบี่ยงเบนประเด็นตลอด และ การให้บริการแย่มาก ถึงมากที่สุด มาพักที่นี้หลายรอบแต่มาเจอแบบนี้ ไม่มาพักละ หมือนมาข ฟรี,4.8
7,โรงแรมค่อนข้างเก่า ลิฟต์เก่ามากๆ บางเวลาไฟในลิฟต์ติดๆดับๆ ภายในห้องเก่ามากๆ แอร์ใช้เวลานานกว่าจะเย็น ห้องน้ำท่อตันระบายน้ำไม่ดี อาบน้ำทีนึงน้ำท่วมห้องน้ำ ก็อกน้ำหมุนได้360องศาเพราะชำรุด ตามซอกห้องน้ำมีคราบสีดำสกปรกมากๆ เตียงแข็งเหมือนเขียง เตียงเสียงดั่งเอี๊ยดอ๊าดตลอดเวลา น่ากลัวมากๆ ผ้าห่มมีรอยเปื้อนเลือด จุดเล็กๆ1จุด รายละเอียดเช็คเอ้าท์ 13.00 แต่พนงโทรมาบอกให้เช็คเอ้าท์ก่อน 12.30 ให้เหตุผลว่าต้องเช็คบาร์ถ้าเช็คบาร์ช้า ทางเราโดนปรับ ซึ่ง งงมากๆ,4.8
8,ห้องเก่า ลิฟต์เก่า ฝุ่นเยอะ โรงแรมจิ้งหรีดน่าจะดีกว่า,4.8
9,ห้องจริงไม่เหมือนในรูป ลิฟต์เก่ามาก บรรยากาศน่ากลัว ที่จอดรถน้อย ที่นอนก็ไม่ค่อยสะอาด ผ้าปูเป็นคราบ นอนอพาร์ตเมนต์รายวันดีกว่า,4.8
